postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
6256,67,0,6,2,45
6258,"3,989",55,311,229,"2,407"
6260,910,5,45,68,580
6262,433,5,36,41,266
6271,"1,865",42,141,133,"1,260"
6275,835,10,75,72,477
6280,"16,438",221,"1,308","1,170","10,861"
6281,"5,034",84,249,234,"3,577"
6282,997,12,44,44,763
6284,"1,445",23,88,66,"1,009"
6285,"6,501",92,461,260,"3,696"
6286,412,3,23,21,260
6288,373,2,18,16,220
6290,981,11,66,104,625
6302,"1,997",32,145,159,"1,362"
6304,929,12,63,73,659
6306,577,5,49,41,417
6308,881,8,74,50,615
6309,162,0,9,7,100
6311,304,7,19,29,210
6312,"2,621",45,176,154,"1,608"
6313,98,0,7,4,60
6315,"1,191",5,83,90,773
6316,209,3,15,9,148
6317,"2,345",28,229,132,"1,244"
6318,283,5,18,10,183
6320,348,2,29,15,267
6321,300,4,12,24,170
6322,144,2,10,10,81
6323,541,7,46,53,270
6324,"2,055",22,216,172,"1,129"
6326,342,0,16,25,205
6327,134,3,17,7,64
6328,285,2,22,8,179
6330,"20,645",330,"1,607","1,569","11,628"
6333,"3,538",49,257,298,"2,091"
6335,480,11,20,26,319
6336,204,1,14,11,146
6337,395,9,18,9,252
6338,471,4,13,18,343
6341,170,0,4,9,133
6343,156,1,8,5,121
6346,480,13,20,27,313
6348,470,8,42,49,321
6350,297,3,20,16,197
6352,124,0,6,3,111
6353,556,7,21,20,413
6355,387,4,18,8,289
6356,111,2,0,0,86
6357,63,0,1,2,54
6358,83,0,3,4,64
6359,326,3,11,11,254
6361,76,0,2,2,65
6365,355,0,14,14,284
6367,235,3,19,12,160
6369,490,6,25,26,370
6370,331,2,28,24,238
6372,86,1,7,5,54
6375,684,9,36,61,499
6383,574,2,46,40,421
6386,57,1,3,3,40
6390,961,19,36,46,817
6391,693,4,30,28,512
6392,342,5,16,12,245
6393,72,0,2,8,55
6394,103,1,8,8,73
6395,"1,395",16,84,93,943
6396,232,0,10,11,147
6398,313,1,21,42,192
6401,"3,819",83,327,254,"2,435"
6403,117,3,4,8,80
6405,198,2,13,11,131
6407,580,7,21,31,402
6409,241,1,17,6,178
6410,540,6,51,54,346
6411,80,0,0,2,72
6415,"1,680",28,122,103,"1,181"
6418,400,3,21,20,298
6420,79,0,4,3,68
6421,92,0,2,6,78
6423,102,0,6,3,81
6425,98,1,8,2,87
6426,454,12,30,31,320
6429,399,14,58,27,193
6430,"13,763",457,734,347,"9,480"
6431,63,3,14,1,22
6432,"3,912",115,320,173,"2,214"
6436,52,0,12,5,26
6437,220,3,6,3,165
6438,295,8,33,14,136
6440,253,8,46,11,83
6442,"1,227",56,110,25,843
6443,382,11,49,24,160
6445,136,3,2,11,101
6446,103,0,3,3,81
6447,84,1,2,1,69
6448,206,5,16,8,123
6450,"8,108",162,550,467,"4,964"
6460,401,1,18,26,317
6461,413,4,17,30,314
6466,62,0,2,3,57
6468,209,0,8,13,155
6472,147,0,2,5,121
6475,248,1,13,19,184
6477,176,2,6,9,132
6479,391,5,14,28,308
6485,271,5,22,21,216
6488,101,0,9,7,63
6490,123,1,13,12,87
6501,582,16,26,40,404
6502,762,10,38,46,528
6503,"1,373",17,55,68,889
6504,67,0,4,4,48
6505,83,0,1,7,71
6507,343,1,9,14,295
6509,113,0,4,3,76
6510,"1,176",14,72,65,822
6511,318,4,20,20,220
6512,57,1,0,1,47
6513,134,0,10,2,102
6514,317,7,32,24,221
6515,230,2,4,13,175
6516,"1,075",17,62,78,777
6517,286,7,17,15,200
6518,129,1,8,10,98
6519,323,6,20,22,210
6521,251,0,10,15,195
6522,309,4,22,10,222
6525,"2,023",32,137,150,"1,413"
6528,304,3,20,20,228
6530,"19,036",433,"1,561","1,093","11,905"
6532,"2,981",73,183,127,"2,106"
6535,869,6,81,79,572
6536,864,14,93,64,496
6537,494,10,47,23,272
6556,"1,227",28,68,67,895
6558,495,11,27,39,353
6560,685,15,63,36,413
6562,695,5,52,38,489
6564,240,6,18,18,169
6566,"1,933",35,142,174,"1,273"
6567,90,6,7,8,72
6568,146,1,7,3,117
6569,203,2,10,15,138
6571,68,0,2,1,55
6575,109,1,3,2,97
6603,740,7,33,38,515
6606,140,1,5,11,111
6608,75,1,3,3,49
6609,562,4,28,18,376
6612,134,0,3,5,113
6616,56,0,2,3,40
6620,211,3,5,10,125
6623,375,5,39,27,229
6630,304,4,31,12,190
6635,94,1,14,7,45
6638,227,9,43,17,88
6640,115,1,25,18,36
6642,413,13,82,24,148
6646,126,5,20,11,51
6701,"3,134",94,309,132,"1,417"
6707,"1,724",57,76,31,"1,009"
6710,688,71,27,11,377
6713,644,36,7,2,526
6714,"9,605",575,406,120,"6,540"
6716,373,5,11,0,333
6718,273,13,45,19,71
6720,"1,370",57,49,11,"1,044"
6721,"2,758",241,97,37,"1,962"
6722,"5,680",540,405,123,"3,130"
6725,"7,614",323,661,252,"3,670"
6726,"1,556",49,103,41,827
6728,"1,935",99,290,87,665
6740,409,21,73,28,132
6743,"3,745",143,324,95,"1,655"
6751,"1,764",68,52,14,"1,426"
6753,"2,632",154,146,34,"1,752"
6754,759,24,12,3,647
6760,100,7,18,5,41
6765,846,36,207,44,207
6770,809,29,178,54,190
6798,922,96,12,14,391
6799,246,12,31,5,77
WA other,"9,672",210,458,488,"6,954"
