"postcode","total_tax","num_individuals","mean_tax","year"
6536,44879875,855,52492,"2015"
6537,25243915,508,49693,"2015"
6556,74033839,1232,60093,"2015"
6558,26990537,497,54307,"2015"
6560,37341572,674,55403,"2015"
6562,40108893,705,56893,"2015"
6564,14004462,256,54705,"2015"
6566,105806407,1926,54936,"2015"
6567,3546615,66,53737,"2015"
6568,9564723,150,63765,"2015"
6569,11612529,197,58947,"2015"
6571,4794204,73,65675,"2015"
6575,6815623,116,58756,"2015"
6603,44687703,763,58569,"2015"
6606,7855717,134,58625,"2015"
6608,3651036,70,52158,"2015"
6609,29832366,551,54143,"2015"
6612,9146971,147,62225,"2015"
6616,2795045,61,45821,"2015"
6620,11382435,215,52942,"2015"
6623,22127197,402,55043,"2015"
6630,17263818,315,54806,"2015"
6635,3368111,77,43742,"2015"
6638,11844036,237,49975,"2015"
6640,4787429,113,42367,"2015"
6642,21119323,400,52799,"2015"
6646,5552832,118,47058,"2015"
6701,173141027,3232,53571,"2015"
6707,107738632,1715,62822,"2015"
6710,88116459,720,122384,"2015"
6713,75272863,655,114921,"2015"
6714,928937966,10104,91938,"2015"
6716,38807701,368,105456,"2015"
6718,17529517,338,51863,"2015"
6720,131748595,1370,96167,"2015"
6721,291795927,2926,99726,"2015"
6722,498807522,5920,84259,"2015"
6725,463074616,7836,59096,"2015"
6726,89399840,1402,63766,"2015"
6728,106887405,1956,54646,"2015"
6740,26584008,444,59874,"2015"
6743,232351241,3866,60102,"2015"
6751,161791350,1796,90085,"2015"
6753,237909132,2671,89072,"2015"
6754,85219786,841,101332,"2015"
6758,3046958,51,59745,"2015"
6760,5976746,102,58596,"2015"
6765,37522461,806,46554,"2015"
6770,38106101,769,49553,"2015"
6798,68406874,925,73954,"2015"
6799,12306250,246,50026,"2015"
7000,513653660,8644,59424,"2015"
7004,280661239,4537,61861,"2015"
7005,559592764,8264,67715,"2015"
7007,111014496,1815,61166,"2015"
7008,384483311,7051,54529,"2015"
7009,282976270,6369,44431,"2015"
7010,329182196,7710,42696,"2015"
7011,316245866,7224,43778,"2015"
7012,22093230,467,47309,"2015"
7015,307214802,6050,50780,"2015"
7016,38063500,967,39363,"2015"
7017,160003610,3226,49599,"2015"
7018,616001236,11975,51441,"2015"
7019,102558086,2445,41947,"2015"
7020,85996249,1590,54086,"2015"
7021,79135663,1525,51893,"2015"
7022,23373894,501,46655,"2015"
7023,9539199,195,48919,"2015"
7024,18555798,345,53785,"2015"
7025,57506535,1122,51254,"2015"
7026,21490471,513,41892,"2015"
7027,4610562,126,36592,"2015"
7030,335139762,7672,43684,"2015"
7050,330295357,6679,49453,"2015"
7052,225373030,4189,53802,"2015"
7053,130267352,2118,61505,"2015"
7054,257436935,4994,51550,"2015"
7055,11056570,231,47864,"2015"
7109,210449449,4624,45513,"2015"
7112,61127058,1484,41191,"2015"
7113,24373361,565,43139,"2015"
7116,44406020,1067,41618,"2015"
7117,22075034,467,47270,"2015"
7120,30295164,826,36677,"2015"
7140,222113928,5230,42470,"2015"
7150,72483635,1564,46346,"2015"
7155,21968172,462,47551,"2015"
7162,17525654,371,47239,"2015"
7163,8710415,183,47598,"2015"
7170,179240419,3130,57266,"2015"
7171,78786318,1691,46592,"2015"
7172,82760062,1843,44906,"2015"
7173,149653826,3422,43733,"2015"
7174,3604217,89,40497,"2015"
7175,5027784,116,43343,"2015"
7176,3454761,84,41129,"2015"
7177,9422447,242,38936,"2015"
7178,4173631,122,34211,"2015"
7179,9339106,229,40783,"2015"
7180,3034170,95,31939,"2015"
7182,3986067,107,37253,"2015"
7184,12532631,359,34910,"2015"
7185,3045245,56,54380,"2015"
7186,2618265,69,37946,"2015"
7187,2005079,67,29927,"2015"
7190,60788115,1570,38719,"2015"
7209,10943784,218,50201,"2015"
7210,21110635,510,41394,"2015"
7211,4315728,109,39594,"2015"
7212,49453658,1049,47144,"2015"
7213,4570600,122,37464,"2015"
7214,9202970,222,41455,"2015"
7215,74919456,1811,41370,"2015"
7216,57913855,1540,37607,"2015"
7248,258233593,6518,39619,"2015"
7249,276024556,5999,46012,"2015"
7250,1462639998,27891,52442,"2015"
7252,80435515,1556,51694,"2015"
7253,86204091,1912,45086,"2015"
7254,11843097,295,40147,"2015"
7255,21982391,498,44142,"2015"
7256,46744101,988,47312,"2015"
7258,36418416,546,66701,"2015"
7259,10913066,260,41974,"2015"
7260,65542887,1628,40260,"2015"
7261,6591568,189,34877,"2015"
7262,42501944,962,44181,"2015"
7263,11500507,290,39657,"2015"
7264,10771322,275,39169,"2015"
7265,4785556,116,41255,"2015"
7267,19081026,447,42687,"2015"
7268,27138445,576,47116,"2015"
7270,82917310,1945,42632,"2015"
7275,79522733,1765,45056,"2015"
7276,12176418,294,41417,"2015"
7277,153076112,3109,49237,"2015"
7290,56959469,1253,45459,"2015"
7291,15426145,317,48663,"2015"
7292,15405967,347,44398,"2015"
7300,89138212,1856,48028,"2015"
7301,110729256,2327,47585,"2015"
7302,39064832,908,43023,"2015"
7303,60865040,1388,43851,"2015"
7304,123335841,3062,40280,"2015"
7305,22247475,536,41507,"2015"
7306,83375365,2022,41235,"2015"
7307,251378279,5318,47270,"2015"
7310,634112283,14047,45143,"2015"
7315,341528356,7481,45653,"2015"
7316,155097439,3214,48257,"2015"
7320,412238863,8525,48357,"2015"
7321,101447457,2224,45615,"2015"
7322,93357614,1923,48548,"2015"
7325,198750844,4326,45944,"2015"
7330,166035328,3637,45652,"2015"
7331,18062190,358,50454,"2015"
7467,38722989,782,49518,"2015"
7468,21545022,410,52549,"2015"
7469,18837532,341,55243,"2015"
7470,22983941,350,65669,"2015"
800,345853434,5579,61993,"2015"
801,84912113,1100,77193,"2015"
804,22701981,299,75927,"2015"
810,1326501370,20792,63799,"2015"
811,41264449,555,74351,"2015"
812,735178752,11640,63160,"2015"
813,10911018,165,66128,"2015"
814,18983563,283,67080,"2015"
820,1003860598,13388,74983,"2015"
821,56957747,794,71736,"2015"
822,231823908,5134,45155,"2015"
828,50174433,698,71884,"2015"
829,10085038,160,63032,"2015"
830,728126926,11196,65035,"2015"
831,103244393,1427,72351,"2015"
832,568866240,7976,71323,"2015"
834,26355359,372,70848,"2015"
835,240450869,3325,72317,"2015"
836,310055539,4678,66280,"2015"
837,40161018,660,60851,"2015"
838,26482984,439,60326,"2015"
839,54804275,784,69904,"2015"
840,8365763,144,58096,"2015"
841,20815100,320,65048,"2015"
845,20410774,388,52606,"2015"
846,10619315,204,52056,"2015"
847,7977764,171,46654,"2015"
850,201336359,3715,54196,"2015"
851,70109606,1250,56088,"2015"
852,66034796,1692,39028,"2015"
853,24265443,396,61277,"2015"
854,18015299,422,42691,"2015"
860,48030998,827,58079,"2015"
861,31755745,664,47825,"2015"
862,9027105,209,43192,"2015"
870,773754843,13409,57705,"2015"
871,139493578,2390,58366,"2015"
872,140676881,3520,39966,"2015"
880,35778693,633,56523,"2015"
881,114095005,1738,65648,"2015"
885,52027648,600,86713,"2015"
886,51353896,808,63557,"2015"
