POSTCODE_2011,SA3_CODE_2011,SA3_NAME_2011
800,70101,Darwin City
810,70102,Darwin Suburbs
812,70102,Darwin Suburbs
820,70101,Darwin City
820,70102,Darwin Suburbs
822,70102,Darwin Suburbs
822,70103,Litchfield
822,70203,Daly - Tiwi - West Arnhem
822,70204,East Arnhem
822,70205,Katherine
828,70102,Darwin Suburbs
829,70103,Litchfield
829,70104,Palmerston
830,70103,Litchfield
830,70104,Palmerston
832,70103,Litchfield
832,70104,Palmerston
835,70103,Litchfield
836,70103,Litchfield
837,70103,Litchfield
838,70103,Litchfield
840,70203,Daly - Tiwi - West Arnhem
841,70103,Litchfield
845,70203,Daly - Tiwi - West Arnhem
846,70203,Daly - Tiwi - West Arnhem
847,70203,Daly - Tiwi - West Arnhem
850,70205,Katherine
852,50804,Kimberley
852,70201,Alice Springs
852,70202,Barkly
852,70203,Daly - Tiwi - West Arnhem
852,70205,Katherine
853,70205,Katherine
854,70205,Katherine
860,70202,Barkly
862,70202,Barkly
862,70205,Katherine
870,70201,Alice Springs
872,40602,Outback - North and East
872,50803,Goldfields
872,50806,Pilbara
872,70201,Alice Springs
872,70202,Barkly
880,70204,East Arnhem
885,70204,East Arnhem
886,70203,Daly - Tiwi - West Arnhem
909,70102,Darwin Suburbs
2000,11703,Sydney Inner City
2006,11703,Sydney Inner City
2007,11703,Sydney Inner City
2008,11703,Sydney Inner City
2009,11703,Sydney Inner City
2010,11703,Sydney Inner City
2011,11703,Sydney Inner City
2015,11703,Sydney Inner City
2016,11703,Sydney Inner City
2017,11703,Sydney Inner City
2018,11701,Botany
2018,11703,Sydney Inner City
2019,11701,Botany
2020,11701,Botany
2021,11801,Eastern Suburbs - North
2022,11801,Eastern Suburbs - North
2023,11801,Eastern Suburbs - North
2024,11801,Eastern Suburbs - North
2025,11801,Eastern Suburbs - North
2026,11801,Eastern Suburbs - North
2027,11801,Eastern Suburbs - North
2028,11801,Eastern Suburbs - North
2029,11801,Eastern Suburbs - North
2030,11801,Eastern Suburbs - North
2031,11802,Eastern Suburbs - South
2032,11701,Botany
2032,11802,Eastern Suburbs - South
2033,11703,Sydney Inner City
2033,11802,Eastern Suburbs - South
2034,11802,Eastern Suburbs - South
2035,11701,Botany
2035,11802,Eastern Suburbs - South
2036,11701,Botany
2036,11802,Eastern Suburbs - South
2037,11703,Sydney Inner City
2038,11703,Sydney Inner City
2038,12002,Leichhardt
2039,12002,Leichhardt
2040,12002,Leichhardt
2041,12002,Leichhardt
2042,11702,Marrickville - Sydenham - Petersham
2042,11703,Sydney Inner City
2043,11703,Sydney Inner City
2044,11702,Marrickville - Sydenham - Petersham
2044,11703,Sydney Inner City
2045,12002,Leichhardt
2045,12003,Strathfield - Burwood - Ashfield
2046,12001,Canada Bay
2047,12001,Canada Bay
2048,11702,Marrickville - Sydenham - Petersham
2048,12002,Leichhardt
2049,11702,Marrickville - Sydenham - Petersham
2049,12003,Strathfield - Burwood - Ashfield
2050,11702,Marrickville - Sydenham - Petersham
2050,11703,Sydney Inner City
2052,11802,Eastern Suburbs - South
2060,12104,North Sydney - Mosman
2061,12104,North Sydney - Mosman
2062,12101,Chatswood - Lane Cove
2062,12104,North Sydney - Mosman
2063,12101,Chatswood - Lane Cove
2064,12101,Chatswood - Lane Cove
2065,12101,Chatswood - Lane Cove
2065,12104,North Sydney - Mosman
2066,12101,Chatswood - Lane Cove
2067,12101,Chatswood - Lane Cove
2068,12101,Chatswood - Lane Cove
2069,12101,Chatswood - Lane Cove
2069,12103,Ku-ring-gai
2070,12103,Ku-ring-gai
2071,12103,Ku-ring-gai
2072,12103,Ku-ring-gai
2073,12103,Ku-ring-gai
2074,12103,Ku-ring-gai
2075,12103,Ku-ring-gai
2076,12102,Hornsby
2076,12103,Ku-ring-gai
2077,12102,Hornsby
2079,12102,Hornsby
2080,12102,Hornsby
2081,12102,Hornsby
2082,11502,Dural - Wisemans Ferry
2082,12102,Hornsby
2083,10201,Gosford
2083,12102,Hornsby
2084,12202,Pittwater
2084,12203,Warringah
2085,12203,Warringah
2086,12203,Warringah
2087,12203,Warringah
2088,12104,North Sydney - Mosman
2089,12104,North Sydney - Mosman
2090,12104,North Sydney - Mosman
2092,12201,Manly
2093,12201,Manly
2093,12203,Warringah
2094,12201,Manly
2095,12201,Manly
2096,12203,Warringah
2097,12203,Warringah
2099,12203,Warringah
2100,12203,Warringah
2101,12202,Pittwater
2101,12203,Warringah
2102,12202,Pittwater
2103,12202,Pittwater
2104,12202,Pittwater
2105,12202,Pittwater
2106,12202,Pittwater
2107,12202,Pittwater
2108,12202,Pittwater
2109,12602,Ryde - Hunters Hill
2110,12602,Ryde - Hunters Hill
2111,12602,Ryde - Hunters Hill
2112,12602,Ryde - Hunters Hill
2113,12602,Ryde - Hunters Hill
2114,12502,Carlingford
2114,12602,Ryde - Hunters Hill
2115,12502,Carlingford
2116,12502,Carlingford
2117,12502,Carlingford
2118,12502,Carlingford
2119,12502,Carlingford
2119,12601,Pennant Hills - Epping
2120,11501,Baulkham Hills
2120,12102,Hornsby
2120,12601,Pennant Hills - Epping
2121,12502,Carlingford
2121,12601,Pennant Hills - Epping
2121,12602,Ryde - Hunters Hill
2122,12502,Carlingford
2122,12602,Ryde - Hunters Hill
2123,12504,Parramatta
2125,11501,Baulkham Hills
2125,12601,Pennant Hills - Epping
2126,11501,Baulkham Hills
2127,12501,Auburn
2128,12501,Auburn
2129,12003,Strathfield - Burwood - Ashfield
2130,12003,Strathfield - Burwood - Ashfield
2131,12003,Strathfield - Burwood - Ashfield
2132,12003,Strathfield - Burwood - Ashfield
2133,12003,Strathfield - Burwood - Ashfield
2134,12003,Strathfield - Burwood - Ashfield
2135,12001,Canada Bay
2135,12003,Strathfield - Burwood - Ashfield
2136,11902,Canterbury
2136,12003,Strathfield - Burwood - Ashfield
2137,12001,Canada Bay
2138,12001,Canada Bay
2139,12001,Canada Bay
2140,12003,Strathfield - Burwood - Ashfield
2141,12501,Auburn
2142,12503,Merrylands - Guildford
2142,12504,Parramatta
2143,11901,Bankstown
2143,12501,Auburn
2144,12501,Auburn
2145,12503,Merrylands - Guildford
2145,12504,Parramatta
2146,11601,Blacktown
2146,12504,Parramatta
2147,11601,Blacktown
2148,11601,Blacktown
2148,11603,Mount Druitt
2150,12502,Carlingford
2150,12503,Merrylands - Guildford
2150,12504,Parramatta
2151,12502,Carlingford
2151,12504,Parramatta
2152,12504,Parramatta
2153,11501,Baulkham Hills
2153,11601,Blacktown
2153,11602,Blacktown - North
2153,12504,Parramatta
2154,11501,Baulkham Hills
2155,11501,Baulkham Hills
2155,11504,Rouse Hill - McGraths Hill
2155,11602,Blacktown - North
2156,11501,Baulkham Hills
2156,11502,Dural - Wisemans Ferry
2157,11502,Dural - Wisemans Ferry
2158,11502,Dural - Wisemans Ferry
2159,11502,Dural - Wisemans Ferry
2160,12503,Merrylands - Guildford
2161,12503,Merrylands - Guildford
2162,12503,Merrylands - Guildford
2163,11901,Bankstown
2163,12503,Merrylands - Guildford
2164,12503,Merrylands - Guildford
2164,12702,Fairfield
2165,12503,Merrylands - Guildford
2165,12702,Fairfield
2166,12702,Fairfield
2167,12302,Campbelltown (NSW)
2168,12701,Bringelly - Green Valley
2168,12702,Fairfield
2168,12703,Liverpool
2170,12702,Fairfield
2170,12703,Liverpool
2171,12701,Bringelly - Green Valley
2171,12702,Fairfield
2172,12703,Liverpool
2173,12302,Campbelltown (NSW)
2173,12703,Liverpool
2174,12703,Liverpool
2175,12702,Fairfield
2176,12702,Fairfield
2177,12701,Bringelly - Green Valley
2177,12702,Fairfield
2178,12701,Bringelly - Green Valley
2178,12702,Fairfield
2179,12701,Bringelly - Green Valley
2190,11901,Bankstown
2191,11902,Canterbury
2192,11902,Canterbury
2193,11902,Canterbury
2193,12003,Strathfield - Burwood - Ashfield
2194,11902,Canterbury
2195,11902,Canterbury
2196,11901,Bankstown
2196,11902,Canterbury
2197,11901,Bankstown
2197,12503,Merrylands - Guildford
2198,11901,Bankstown
2199,11901,Bankstown
2200,11901,Bankstown
2200,11902,Canterbury
2203,11702,Marrickville - Sydenham - Petersham
2203,12003,Strathfield - Burwood - Ashfield
2204,11702,Marrickville - Sydenham - Petersham
2204,11902,Canterbury
2204,12003,Strathfield - Burwood - Ashfield
2205,11904,Kogarah - Rockdale
2206,11902,Canterbury
2206,12003,Strathfield - Burwood - Ashfield
2207,11904,Kogarah - Rockdale
2208,11902,Canterbury
2208,11903,Hurstville
2208,11904,Kogarah - Rockdale
2209,11902,Canterbury
2209,11903,Hurstville
2210,11902,Canterbury
2210,11903,Hurstville
2211,11901,Bankstown
2212,11901,Bankstown
2213,11901,Bankstown
2214,11901,Bankstown
2216,11904,Kogarah - Rockdale
2217,11904,Kogarah - Rockdale
2218,11903,Hurstville
2218,11904,Kogarah - Rockdale
2219,11904,Kogarah - Rockdale
2220,11903,Hurstville
2221,11903,Hurstville
2221,11904,Kogarah - Rockdale
2222,11903,Hurstville
2223,11903,Hurstville
2224,12801,Cronulla - Miranda - Caringbah
2225,12802,Sutherland - Menai - Heathcote
2226,12802,Sutherland - Menai - Heathcote
2227,12801,Cronulla - Miranda - Caringbah
2227,12802,Sutherland - Menai - Heathcote
2228,12801,Cronulla - Miranda - Caringbah
2229,12801,Cronulla - Miranda - Caringbah
2230,12801,Cronulla - Miranda - Caringbah
2231,12801,Cronulla - Miranda - Caringbah
2232,12801,Cronulla - Miranda - Caringbah
2232,12802,Sutherland - Menai - Heathcote
2233,12802,Sutherland - Menai - Heathcote
2234,12802,Sutherland - Menai - Heathcote
2250,10201,Gosford
2250,10601,Lower Hunter
2251,10201,Gosford
2256,10201,Gosford
2257,10201,Gosford
2258,10201,Gosford
2258,10202,Wyong
2259,10202,Wyong
2259,11102,Lake Macquarie - West
2260,10201,Gosford
2260,10202,Wyong
2261,10201,Gosford
2261,10202,Wyong
2262,10202,Wyong
2263,10202,Wyong
2264,11102,Lake Macquarie - West
2265,11102,Lake Macquarie - West
2267,11101,Lake Macquarie - East
2267,11102,Lake Macquarie - West
2278,11102,Lake Macquarie - West
2280,11101,Lake Macquarie - East
2281,11101,Lake Macquarie - East
2282,11101,Lake Macquarie - East
2283,11102,Lake Macquarie - West
2284,11101,Lake Macquarie - East
2284,11102,Lake Macquarie - West
2285,11101,Lake Macquarie - East
2285,11102,Lake Macquarie - West
2286,11102,Lake Macquarie - West
2287,11101,Lake Macquarie - East
2287,11103,Newcastle
2289,11101,Lake Macquarie - East
2289,11103,Newcastle
2290,11101,Lake Macquarie - East
2290,11103,Newcastle
2291,11103,Newcastle
2292,11103,Newcastle
2293,11103,Newcastle
2294,11103,Newcastle
2295,11103,Newcastle
2296,11103,Newcastle
2297,11103,Newcastle
2298,11103,Newcastle
2299,11103,Newcastle
2300,11103,Newcastle
2302,11103,Newcastle
2303,11103,Newcastle
2304,11103,Newcastle
2305,11101,Lake Macquarie - East
2305,11103,Newcastle
2306,11101,Lake Macquarie - East
2307,11103,Newcastle
2308,11103,Newcastle
2311,10601,Lower Hunter
2312,10801,Great Lakes
2312,10805,Taree - Gloucester
2314,10603,Port Stephens
2315,10603,Port Stephens
2316,10603,Port Stephens
2317,10603,Port Stephens
2318,10603,Port Stephens
2318,11103,Newcastle
2319,10603,Port Stephens
2320,10601,Lower Hunter
2320,10602,Maitland
2320,10603,Port Stephens
2321,10601,Lower Hunter
2321,10602,Maitland
2321,10603,Port Stephens
2322,10601,Lower Hunter
2322,10602,Maitland
2322,10603,Port Stephens
2322,11103,Newcastle
2323,10601,Lower Hunter
2323,10602,Maitland
2323,11102,Lake Macquarie - West
2324,10602,Maitland
2324,10603,Port Stephens
2324,10801,Great Lakes
2325,10601,Lower Hunter
2326,10601,Lower Hunter
2326,10602,Maitland
2327,10601,Lower Hunter
2328,10604,Upper Hunter
2329,10303,Lithgow - Mudgee
2329,10604,Upper Hunter
2330,10601,Lower Hunter
2330,10604,Upper Hunter
2331,10601,Lower Hunter
2333,10604,Upper Hunter
2334,10601,Lower Hunter
2335,10601,Lower Hunter
2335,10602,Maitland
2336,10604,Upper Hunter
2337,10604,Upper Hunter
2338,10604,Upper Hunter
2338,11004,Tamworth - Gunnedah
2339,11004,Tamworth - Gunnedah
2340,11004,Tamworth - Gunnedah
2341,11004,Tamworth - Gunnedah
2342,11004,Tamworth - Gunnedah
2343,11004,Tamworth - Gunnedah
2344,11004,Tamworth - Gunnedah
2345,11004,Tamworth - Gunnedah
2346,11004,Tamworth - Gunnedah
2347,11002,Inverell - Tenterfield
2347,11003,Moree - Narrabri
2347,11004,Tamworth - Gunnedah
2350,11001,Armidale
2351,11001,Armidale
2352,11004,Tamworth - Gunnedah
2353,11004,Tamworth - Gunnedah
2354,11001,Armidale
2355,11001,Armidale
2355,11004,Tamworth - Gunnedah
2356,11003,Moree - Narrabri
2357,10503,Dubbo
2358,11001,Armidale
2359,11001,Armidale
2359,11002,Inverell - Tenterfield
2360,11002,Inverell - Tenterfield
2361,11002,Inverell - Tenterfield
2365,11001,Armidale
2365,11002,Inverell - Tenterfield
2369,11002,Inverell - Tenterfield
2370,10401,Clarence Valley
2370,11002,Inverell - Tenterfield
2371,11002,Inverell - Tenterfield
2372,11002,Inverell - Tenterfield
2372,30703,Granite Belt
2379,10503,Dubbo
2379,11004,Tamworth - Gunnedah
2380,11004,Tamworth - Gunnedah
2381,10503,Dubbo
2381,11004,Tamworth - Gunnedah
2382,11003,Moree - Narrabri
2382,11004,Tamworth - Gunnedah
2386,10501,Bourke - Cobar - Coonamble
2386,11003,Moree - Narrabri
2387,10501,Bourke - Cobar - Coonamble
2387,11003,Moree - Narrabri
2388,10501,Bourke - Cobar - Coonamble
2388,11003,Moree - Narrabri
2390,11002,Inverell - Tenterfield
2390,11003,Moree - Narrabri
2390,11004,Tamworth - Gunnedah
2395,10503,Dubbo
2396,10503,Dubbo
2397,11003,Moree - Narrabri
2398,11003,Moree - Narrabri
2399,11002,Inverell - Tenterfield
2399,11003,Moree - Narrabri
2400,11003,Moree - Narrabri
2401,11002,Inverell - Tenterfield
2401,11003,Moree - Narrabri
2402,11002,Inverell - Tenterfield
2403,11002,Inverell - Tenterfield
2404,11002,Inverell - Tenterfield
2405,11003,Moree - Narrabri
2406,11003,Moree - Narrabri
2406,30701,Darling Downs (West) - Maranoa
2408,11003,Moree - Narrabri
2409,11002,Inverell - Tenterfield
2409,11003,Moree - Narrabri
2410,11002,Inverell - Tenterfield
2411,11002,Inverell - Tenterfield
2411,11003,Moree - Narrabri
2415,10801,Great Lakes
2420,10601,Lower Hunter
2420,10801,Great Lakes
2421,10601,Lower Hunter
2421,10602,Maitland
2422,10801,Great Lakes
2422,10805,Taree - Gloucester
2423,10801,Great Lakes
2423,10805,Taree - Gloucester
2424,10805,Taree - Gloucester
2425,10801,Great Lakes
2426,10805,Taree - Gloucester
2427,10805,Taree - Gloucester
2428,10801,Great Lakes
2429,10801,Great Lakes
2429,10804,Port Macquarie
2429,10805,Taree - Gloucester
2430,10801,Great Lakes
2430,10805,Taree - Gloucester
2431,10802,Kempsey - Nambucca
2439,10804,Port Macquarie
2440,10802,Kempsey - Nambucca
2441,10402,Coffs Harbour
2441,10802,Kempsey - Nambucca
2441,10804,Port Macquarie
2443,10804,Port Macquarie
2443,10805,Taree - Gloucester
2444,10804,Port Macquarie
2445,10804,Port Macquarie
2446,10804,Port Macquarie
2447,10802,Kempsey - Nambucca
2448,10402,Coffs Harbour
2448,10802,Kempsey - Nambucca
2449,10402,Coffs Harbour
2449,10802,Kempsey - Nambucca
2450,10401,Clarence Valley
2450,10402,Coffs Harbour
2452,10402,Coffs Harbour
2453,10402,Coffs Harbour
2453,11001,Armidale
2454,10402,Coffs Harbour
2455,10402,Coffs Harbour
2456,10401,Clarence Valley
2456,10402,Coffs Harbour
2460,10401,Clarence Valley
2460,10402,Coffs Harbour
2462,10401,Clarence Valley
2463,10401,Clarence Valley
2464,10401,Clarence Valley
2465,10401,Clarence Valley
2466,10401,Clarence Valley
2469,10401,Clarence Valley
2469,11002,Inverell - Tenterfield
2469,11201,Richmond Valley - Coastal
2469,11202,Richmond Valley - Hinterland
2470,11202,Richmond Valley - Hinterland
2471,11201,Richmond Valley - Coastal
2471,11202,Richmond Valley - Hinterland
2472,11201,Richmond Valley - Coastal
2472,11202,Richmond Valley - Hinterland
2473,11201,Richmond Valley - Coastal
2474,11202,Richmond Valley - Hinterland
2475,11002,Inverell - Tenterfield
2475,11202,Richmond Valley - Hinterland
2476,11002,Inverell - Tenterfield
2476,11202,Richmond Valley - Hinterland
2477,11201,Richmond Valley - Coastal
2477,11202,Richmond Valley - Hinterland
2478,11201,Richmond Valley - Coastal
2479,11201,Richmond Valley - Coastal
2480,11201,Richmond Valley - Coastal
2480,11202,Richmond Valley - Hinterland
2481,11201,Richmond Valley - Coastal
2482,11201,Richmond Valley - Coastal
2483,11201,Richmond Valley - Coastal
2483,11203,Tweed Valley
2484,11203,Tweed Valley
2485,11203,Tweed Valley
2486,11203,Tweed Valley
2487,11203,Tweed Valley
2488,11203,Tweed Valley
2489,11203,Tweed Valley
2490,11203,Tweed Valley
2500,10704,Wollongong
2502,10701,Dapto - Port Kembla
2505,10701,Dapto - Port Kembla
2506,10701,Dapto - Port Kembla
2508,10704,Wollongong
2515,10704,Wollongong
2516,10704,Wollongong
2517,10704,Wollongong
2518,10704,Wollongong
2519,10704,Wollongong
2522,10704,Wollongong
2525,10704,Wollongong
2526,10701,Dapto - Port Kembla
2526,10704,Wollongong
2527,10703,Kiama - Shellharbour
2528,10701,Dapto - Port Kembla
2528,10703,Kiama - Shellharbour
2529,10703,Kiama - Shellharbour
2530,10701,Dapto - Port Kembla
2533,10703,Kiama - Shellharbour
2533,11402,Southern Highlands
2534,10703,Kiama - Shellharbour
2535,10703,Kiama - Shellharbour
2535,11401,Shoalhaven
2536,10104,South Coast
2536,11401,Shoalhaven
2537,10104,South Coast
2538,11401,Shoalhaven
2539,10104,South Coast
2539,11401,Shoalhaven
2540,11401,Shoalhaven
2540,90103,Jervis Bay
2541,11401,Shoalhaven
2545,10104,South Coast
2546,10104,South Coast
2548,10104,South Coast
2549,10104,South Coast
2550,10104,South Coast
2551,10104,South Coast
2555,12403,Penrith
2555,12701,Bringelly - Green Valley
2556,12701,Bringelly - Green Valley
2557,12701,Bringelly - Green Valley
2558,12302,Campbelltown (NSW)
2559,12302,Campbelltown (NSW)
2560,10702,Illawarra Catchment Reserve
2560,12302,Campbelltown (NSW)
2560,12303,Wollondilly
2563,12302,Campbelltown (NSW)
2564,12302,Campbelltown (NSW)
2565,12302,Campbelltown (NSW)
2566,12302,Campbelltown (NSW)
2567,12301,Camden
2568,12302,Campbelltown (NSW)
2568,12303,Wollondilly
2569,12303,Wollondilly
2570,12301,Camden
2570,12303,Wollondilly
2570,12701,Bringelly - Green Valley
2571,11402,Southern Highlands
2571,12303,Wollondilly
2572,12303,Wollondilly
2573,12303,Wollondilly
2574,12303,Wollondilly
2575,11402,Southern Highlands
2576,11402,Southern Highlands
2577,10703,Kiama - Shellharbour
2577,11401,Shoalhaven
2577,11402,Southern Highlands
2578,11402,Southern Highlands
2579,10101,Goulburn - Yass
2579,11402,Southern Highlands
2580,10101,Goulburn - Yass
2580,10102,Queanbeyan
2580,10301,Bathurst
2581,10101,Goulburn - Yass
2581,10102,Queanbeyan
2582,10101,Goulburn - Yass
2583,10101,Goulburn - Yass
2583,10301,Bathurst
2584,10101,Goulburn - Yass
2585,10101,Goulburn - Yass
2586,10101,Goulburn - Yass
2587,10101,Goulburn - Yass
2588,11303,Wagga Wagga
2590,11303,Wagga Wagga
2594,10101,Goulburn - Yass
2594,10302,Lachlan Valley
2594,11303,Wagga Wagga
2600,80103,Fyshwick - Pialligo - Hume
2600,80105,North Canberra
2600,80106,South Canberra
2601,80105,North Canberra
2602,80105,North Canberra
2603,80106,South Canberra
2604,80106,South Canberra
2605,80102,Cotter - Namadgi
2605,80109,Woden
2606,80109,Woden
2607,80103,Fyshwick - Pialligo - Hume
2607,80109,Woden
2609,80103,Fyshwick - Pialligo - Hume
2609,80104,Gungahlin
2609,80105,North Canberra
2609,80106,South Canberra
2611,10101,Goulburn - Yass
2611,11302,Tumut - Tumbarumba
2611,80102,Cotter - Namadgi
2611,80108,Weston Creek
2612,80105,North Canberra
2614,80101,Belconnen
2615,80101,Belconnen
2615,80102,Cotter - Namadgi
2617,80101,Belconnen
2617,80102,Cotter - Namadgi
2618,10101,Goulburn - Yass
2618,80102,Cotter - Namadgi
2618,80104,Gungahlin
2619,10102,Queanbeyan
2620,10101,Goulburn - Yass
2620,10102,Queanbeyan
2620,80102,Cotter - Namadgi
2620,80103,Fyshwick - Pialligo - Hume
2621,10101,Goulburn - Yass
2621,10102,Queanbeyan
2622,10102,Queanbeyan
2622,10104,South Coast
2622,11401,Shoalhaven
2623,10102,Queanbeyan
2624,11302,Tumut - Tumbarumba
2625,10103,Snowy Mountains
2626,10103,Snowy Mountains
2627,10103,Snowy Mountains
2628,10103,Snowy Mountains
2629,10103,Snowy Mountains
2629,11302,Tumut - Tumbarumba
2630,10103,Snowy Mountains
2631,10103,Snowy Mountains
2632,10103,Snowy Mountains
2632,10104,South Coast
2633,10103,Snowy Mountains
2640,10901,Albury
2640,11302,Tumut - Tumbarumba
2640,20403,Wodonga - Alpine
2641,10901,Albury
2642,10901,Albury
2642,10903,Upper Murray exc. Albury
2642,11302,Tumut - Tumbarumba
2642,11303,Wagga Wagga
2642,20403,Wodonga - Alpine
2643,10903,Upper Murray exc. Albury
2644,10901,Albury
2644,11302,Tumut - Tumbarumba
2644,11303,Wagga Wagga
2645,10903,Upper Murray exc. Albury
2645,11303,Wagga Wagga
2646,10903,Upper Murray exc. Albury
2647,10903,Upper Murray exc. Albury
2648,10502,Broken Hill and Far West
2648,10902,Lower Murray
2649,11302,Tumut - Tumbarumba
2650,10901,Albury
2650,11301,Griffith - Murrumbidgee (West)
2650,11303,Wagga Wagga
2651,11303,Wagga Wagga
2652,11301,Griffith - Murrumbidgee (West)
2652,11302,Tumut - Tumbarumba
2652,11303,Wagga Wagga
2653,11302,Tumut - Tumbarumba
2655,11303,Wagga Wagga
2656,11303,Wagga Wagga
2658,10901,Albury
2658,11303,Wagga Wagga
2659,10901,Albury
2660,10901,Albury
2661,11303,Wagga Wagga
2663,11303,Wagga Wagga
2665,10302,Lachlan Valley
2665,11301,Griffith - Murrumbidgee (West)
2665,11303,Wagga Wagga
2666,10101,Goulburn - Yass
2666,10302,Lachlan Valley
2666,11303,Wagga Wagga
2668,10302,Lachlan Valley
2668,11303,Wagga Wagga
2669,10302,Lachlan Valley
2669,11301,Griffith - Murrumbidgee (West)
2671,10302,Lachlan Valley
2672,10302,Lachlan Valley
2672,10501,Bourke - Cobar - Coonamble
2675,11301,Griffith - Murrumbidgee (West)
2678,11303,Wagga Wagga
2680,11301,Griffith - Murrumbidgee (West)
2681,11301,Griffith - Murrumbidgee (West)
2700,10903,Upper Murray exc. Albury
2700,11301,Griffith - Murrumbidgee (West)
2701,11303,Wagga Wagga
2702,11303,Wagga Wagga
2703,11301,Griffith - Murrumbidgee (West)
2705,11301,Griffith - Murrumbidgee (West)
2706,11301,Griffith - Murrumbidgee (West)
2707,10903,Upper Murray exc. Albury
2707,11301,Griffith - Murrumbidgee (West)
2710,10902,Lower Murray
2710,10903,Upper Murray exc. Albury
2711,10902,Lower Murray
2711,10903,Upper Murray exc. Albury
2711,11301,Griffith - Murrumbidgee (West)
2712,10903,Upper Murray exc. Albury
2713,10903,Upper Murray exc. Albury
2714,10903,Upper Murray exc. Albury
2714,21602,Moira
2715,10902,Lower Murray
2715,21503,Murray River - Swan Hill
2716,10903,Upper Murray exc. Albury
2717,10902,Lower Murray
2720,11302,Tumut - Tumbarumba
2721,10302,Lachlan Valley
2722,11302,Tumut - Tumbarumba
2722,11303,Wagga Wagga
2725,11303,Wagga Wagga
2726,10101,Goulburn - Yass
2727,11303,Wagga Wagga
2729,11302,Tumut - Tumbarumba
2729,11303,Wagga Wagga
2730,11302,Tumut - Tumbarumba
2731,10903,Upper Murray exc. Albury
2732,10903,Upper Murray exc. Albury
2732,21503,Murray River - Swan Hill
2733,10903,Upper Murray exc. Albury
2734,10902,Lower Murray
2734,10903,Upper Murray exc. Albury
2735,10903,Upper Murray exc. Albury
2735,21503,Murray River - Swan Hill
2736,10902,Lower Murray
2737,10902,Lower Murray
2738,10902,Lower Murray
2739,10902,Lower Murray
2745,12403,Penrith
2745,12701,Bringelly - Green Valley
2747,11602,Blacktown - North
2747,12403,Penrith
2748,12403,Penrith
2748,12405,St Marys
2749,12403,Penrith
2750,12403,Penrith
2752,12403,Penrith
2753,11503,Hawkesbury
2753,12404,Richmond - Windsor
2754,11503,Hawkesbury
2754,12404,Richmond - Windsor
2755,12404,Richmond - Windsor
2756,11502,Dural - Wisemans Ferry
2756,11503,Hawkesbury
2756,11504,Rouse Hill - McGraths Hill
2756,12404,Richmond - Windsor
2757,11503,Hawkesbury
2758,11503,Hawkesbury
2758,12401,Blue Mountains
2759,12405,St Marys
2760,11603,Mount Druitt
2760,12405,St Marys
2761,11602,Blacktown - North
2761,11603,Mount Druitt
2762,11602,Blacktown - North
2763,11601,Blacktown
2763,11602,Blacktown - North
2765,11504,Rouse Hill - McGraths Hill
2765,11602,Blacktown - North
2765,12404,Richmond - Windsor
2766,11603,Mount Druitt
2767,11601,Blacktown
2768,11602,Blacktown - North
2769,11602,Blacktown - North
2770,11603,Mount Druitt
2773,12401,Blue Mountains
2774,12401,Blue Mountains
2775,10201,Gosford
2775,11502,Dural - Wisemans Ferry
2775,11503,Hawkesbury
2776,12401,Blue Mountains
2777,12401,Blue Mountains
2778,12401,Blue Mountains
2779,12401,Blue Mountains
2780,12401,Blue Mountains
2782,12401,Blue Mountains
2783,12401,Blue Mountains
2784,12401,Blue Mountains
2785,10303,Lithgow - Mudgee
2785,12401,Blue Mountains
2786,10303,Lithgow - Mudgee
2786,11503,Hawkesbury
2786,12401,Blue Mountains
2787,10101,Goulburn - Yass
2787,10301,Bathurst
2787,10303,Lithgow - Mudgee
2787,12401,Blue Mountains
2787,12402,Blue Mountains - South
2790,10301,Bathurst
2790,10303,Lithgow - Mudgee
2790,12401,Blue Mountains
2791,10304,Orange
2792,10302,Lachlan Valley
2792,10304,Orange
2793,10302,Lachlan Valley
2794,10101,Goulburn - Yass
2794,10302,Lachlan Valley
2795,10301,Bathurst
2795,10303,Lithgow - Mudgee
2795,10304,Orange
2797,10304,Orange
2798,10304,Orange
2799,10301,Bathurst
2799,10304,Orange
2800,10304,Orange
2803,10101,Goulburn - Yass
2804,10302,Lachlan Valley
2805,10302,Lachlan Valley
2806,10302,Lachlan Valley
2807,10101,Goulburn - Yass
2807,10302,Lachlan Valley
2808,10101,Goulburn - Yass
2808,10302,Lachlan Valley
2809,10302,Lachlan Valley
2810,10302,Lachlan Valley
2820,10503,Dubbo
2821,10503,Dubbo
2823,10302,Lachlan Valley
2823,10503,Dubbo
2824,10501,Bourke - Cobar - Coonamble
2825,10302,Lachlan Valley
2825,10501,Bourke - Cobar - Coonamble
2827,10503,Dubbo
2828,10501,Bourke - Cobar - Coonamble
2828,10503,Dubbo
2829,10501,Bourke - Cobar - Coonamble
2829,10503,Dubbo
2830,10503,Dubbo
2831,10501,Bourke - Cobar - Coonamble
2831,10503,Dubbo
2832,10501,Bourke - Cobar - Coonamble
2833,10501,Bourke - Cobar - Coonamble
2833,11003,Moree - Narrabri
2834,10501,Bourke - Cobar - Coonamble
2835,10501,Bourke - Cobar - Coonamble
2836,10502,Broken Hill and Far West
2839,10501,Bourke - Cobar - Coonamble
2840,10501,Bourke - Cobar - Coonamble
2840,10502,Broken Hill and Far West
