postcode,electorate,2016_score,2015_score,2014_score,2013_score,2012_score,2011_score
4553,Longman,4,6.5,6.5,6.5,6.1,6.1
4554,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4555,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4555,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4556,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4557,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4558,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4558,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4559,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4560,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4560,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4561,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4562,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4563,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4564,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4565,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4566,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4567,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4568,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4569,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4570,Wide Bay,0,0,0,0,0,0
4571,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4572,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4573,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4574,Fairfax,6.3,6.2,6.2,6.2,6.1,6.1
4575,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4580,Wide Bay,0,0,0,0,0,0
4581,Wide Bay,0,0,0,0,0,0
4600,Wide Bay,0,0,0,0,0,0
4601,Wide Bay,0,0,0,0,0,0
4605,Wide Bay,0,0,0,0,0,0
4606,Wide Bay,0,0,0,0,0,0
4608,Wide Bay,0,0,0,0,0,0
4610,Blair,4,4,4,4,4.2,4.2
4610,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4611,Wide Bay,0,0,0,0,0,0
4612,Wide Bay,0,0,0,0,0,0
4613,Wide Bay,0,0,0,0,0,0
4614,Blair,4,4,4,4,4.2,4.2
4615,Blair,4,4,4,4,4.2,4.2
4620,Wide Bay,0,0,0,0,0,0
4621,Wide Bay,0,0,0,0,0,0
4625,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4626,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4627,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4630,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4650,Wide Bay,0,0,0,0,0,0
4655,Wide Bay,0,0,0,0,0,0
4659,Wide Bay,0,0,0,0,0,0
4660,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4662,Wide Bay,0,0,0,0,0,0
4670,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4671,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4673,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4674,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4676,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4677,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4678,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4680,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4694,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4695,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4697,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4699,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4700,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4701,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4702,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4702,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4703,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4704,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4705,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4706,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4707,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4709,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4710,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4712,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4713,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4714,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4715,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4716,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4717,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4718,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4719,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4720,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4721,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4722,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4723,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4724,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4725,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4726,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4727,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4728,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4730,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4731,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4732,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4733,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4735,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4736,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4737,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4738,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4739,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4740,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4741,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4741,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4742,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4743,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4744,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4745,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4746,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4750,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4751,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4753,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4754,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4756,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4757,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4798,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4799,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4800,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4801,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4802,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4803,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4804,Capricornia,6.3,6.5,6.5,6.5,4.2,4.2
4804,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4805,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4806,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4807,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4808,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4809,Dawson,6.3,6.5,6.5,6.5,6.1,6.1
4810,Herbert,4,6.5,6.5,6.5,6.1,6.1
4811,Herbert,4,6.5,6.5,6.5,6.1,6.1
4812,Herbert,4,6.5,6.5,6.5,6.1,6.1
4813,Herbert,4,6.5,6.5,6.5,6.1,6.1
4814,Herbert,4,6.5,6.5,6.5,6.1,6.1
4815,Herbert,4,6.5,6.5,6.5,6.1,6.1
4815,Kennedy,6.3,6.2,6.2,6.2,5,5
4816,Herbert,4,6.5,6.5,6.5,6.1,6.1
4816,Kennedy,6.3,6.2,6.2,6.2,5,5
4817,Herbert,4,6.5,6.5,6.5,6.1,6.1
4817,Kennedy,6.3,6.2,6.2,6.2,5,5
4818,Herbert,4,6.5,6.5,6.5,6.1,6.1
4818,Kennedy,6.3,6.2,6.2,6.2,5,5
4819,Herbert,4,6.5,6.5,6.5,6.1,6.1
4820,Kennedy,6.3,6.2,6.2,6.2,5,5
4821,Kennedy,6.3,6.2,6.2,6.2,5,5
4822,Kennedy,6.3,6.2,6.2,6.2,5,5
4823,Kennedy,6.3,6.2,6.2,6.2,5,5
4824,Kennedy,6.3,6.2,6.2,6.2,5,5
4825,Kennedy,6.3,6.2,6.2,6.2,5,5
4825,Lingiari,4,4,4,4,4.2,4.2
4825,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4828,Kennedy,6.3,6.2,6.2,6.2,5,5
4829,Kennedy,6.3,6.2,6.2,6.2,5,5
4829,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4830,Kennedy,6.3,6.2,6.2,6.2,5,5
4849,Kennedy,6.3,6.2,6.2,6.2,5,5
4850,Kennedy,6.3,6.2,6.2,6.2,5,5
4852,Kennedy,6.3,6.2,6.2,6.2,5,5
4854,Kennedy,6.3,6.2,6.2,6.2,5,5
4855,Kennedy,6.3,6.2,6.2,6.2,5,5
4856,Kennedy,6.3,6.2,6.2,6.2,5,5
4857,Kennedy,6.3,6.2,6.2,6.2,5,5
4858,Kennedy,6.3,6.2,6.2,6.2,5,5
4859,Kennedy,6.3,6.2,6.2,6.2,5,5
4860,Kennedy,6.3,6.2,6.2,6.2,5,5
4861,Kennedy,6.3,6.2,6.2,6.2,5,5
4865,Kennedy,6.3,6.2,6.2,6.2,5,5
4868,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4869,Kennedy,6.3,6.2,6.2,6.2,5,5
4869,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4870,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4871,Kennedy,6.3,6.2,6.2,6.2,5,5
4871,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4872,Kennedy,6.3,6.2,6.2,6.2,5,5
4872,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4873,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4874,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4875,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4876,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4878,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4879,Leichhardt,6.3,6.5,6.5,6.5,6.1,6.1
4880,Kennedy,6.3,6.2,6.2,6.2,5,5
4882,Kennedy,6.3,6.2,6.2,6.2,5,5
4883,Kennedy,6.3,6.2,6.2,6.2,5,5
4885,Kennedy,6.3,6.2,6.2,6.2,5,5
4886,Kennedy,6.3,6.2,6.2,6.2,5,5
4890,Kennedy,6.3,6.2,6.2,6.2,5,5
4891,Kennedy,6.3,6.2,6.2,6.2,5,5
5000,Adelaide,4,4,4,4,4.2,4.2
5006,Adelaide,4,4,4,4,4.2,4.2
5007,Adelaide,4,4,4,4,4.2,4.2
5007,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5007,Port Adelaide,4,4,4,4,4.2,4.2
5008,Adelaide,4,4,4,4,4.2,4.2
5008,Port Adelaide,4,4,4,4,4.2,4.2
5009,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5009,Port Adelaide,4,4,4,4,4.2,4.2
5010,Port Adelaide,4,4,4,4,4.2,4.2
5011,Port Adelaide,4,4,4,4,4.2,4.2
5012,Port Adelaide,4,4,4,4,4.2,4.2
5013,Port Adelaide,4,4,4,4,4.2,4.2
5014,Port Adelaide,4,4,4,4,4.2,4.2
5015,Port Adelaide,4,4,4,4,4.2,4.2
5016,Port Adelaide,4,4,4,4,4.2,4.2
5017,Port Adelaide,4,4,4,4,4.2,4.2
5018,Port Adelaide,4,4,4,4,4.2,4.2
5019,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5019,Port Adelaide,4,4,4,4,4.2,4.2
5020,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5021,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5022,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5023,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5023,Port Adelaide,4,4,4,4,4.2,4.2
5024,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5025,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5031,Adelaide,4,4,4,4,4.2,4.2
5031,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5032,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5033,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5034,Adelaide,4,4,4,4,4.2,4.2
5035,Adelaide,4,4,4,4,4.2,4.2
5037,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5038,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5039,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5039,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5040,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5041,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5042,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5043,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5043,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5044,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5044,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5045,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
5046,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5047,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5048,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5049,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5050,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5051,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5051,Mayo,5,6.5,6.5,6.5,6.3,6.3
5052,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5061,Adelaide,4,4,4,4,4.2,4.2
5062,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5063,Adelaide,4,4,4,4,4.2,4.2
5063,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5063,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5064,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5064,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5065,Adelaide,4,4,4,4,4.2,4.2
5065,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5066,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5067,Adelaide,4,4,4,4,4.2,4.2
5067,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5068,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5069,Adelaide,4,4,4,4,4.2,4.2
5070,Adelaide,4,4,4,4,4.2,4.2
5070,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5072,Mayo,5,6.5,6.5,6.5,6.3,6.3
5072,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5073,Mayo,5,6.5,6.5,6.5,6.3,6.3
5073,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5074,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5075,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5076,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5081,Adelaide,4,4,4,4,4.2,4.2
5081,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5082,Adelaide,4,4,4,4,4.2,4.2
5083,Adelaide,4,4,4,4,4.2,4.2
5084,Adelaide,4,4,4,4,4.2,4.2
5085,Adelaide,4,4,4,4,4.2,4.2
5085,Makin,4,4,4,4,4.2,4.2
5086,Adelaide,4,4,4,4,4.2,4.2
5086,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5087,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5088,Makin,4,4,4,4,4.2,4.2
5088,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5089,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5090,Makin,4,4,4,4,4.2,4.2
5090,Sturt,6.3,6.5,6.5,6.5,6.3,6.3
5091,Makin,4,4,4,4,4.2,4.2
5092,Makin,4,4,4,4,4.2,4.2
5093,Makin,4,4,4,4,4.2,4.2
5094,Makin,4,4,4,4,4.2,4.2
5094,Port Adelaide,4,4,4,4,4.2,4.2
5095,Makin,4,4,4,4,4.2,4.2
5095,Port Adelaide,4,4,4,4,4.2,4.2
5096,Makin,4,4,4,4,4.2,4.2
5097,Makin,4,4,4,4,4.2,4.2
5098,Makin,4,4,4,4,4.2,4.2
5106,Port Adelaide,4,4,4,4,4.2,4.2
5107,Port Adelaide,4,4,4,4,4.2,4.2
5108,Port Adelaide,4,4,4,4,4.2,4.2
5108,Wakefield,4,4,4,4,4.2,4.2
5109,Makin,4,4,4,4,4.2,4.2
5109,Wakefield,4,4,4,4,4.2,4.2
5110,Port Adelaide,4,4,4,4,4.2,4.2
5110,Wakefield,4,4,4,4,4.2,4.2
5111,Wakefield,4,4,4,4,4.2,4.2
5112,Wakefield,4,4,4,4,4.2,4.2
5113,Wakefield,4,4,4,4,4.2,4.2
5114,Wakefield,4,4,4,4,4.2,4.2
5115,Wakefield,4,4,4,4,4.2,4.2
5116,Wakefield,4,4,4,4,4.2,4.2
5117,Wakefield,4,4,4,4,4.2,4.2
5118,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5118,Wakefield,4,4,4,4,4.2,4.2
5120,Wakefield,4,4,4,4,4.2,4.2
5121,Wakefield,4,4,4,4,4.2,4.2
5125,Makin,4,4,4,4,4.2,4.2
5126,Makin,4,4,4,4,4.2,4.2
5127,Makin,4,4,4,4,4.2,4.2
5131,Mayo,5,6.5,6.5,6.5,6.3,6.3
5132,Mayo,5,6.5,6.5,6.5,6.3,6.3
5133,Mayo,5,6.5,6.5,6.5,6.3,6.3
5134,Mayo,5,6.5,6.5,6.5,6.3,6.3
5136,Mayo,5,6.5,6.5,6.5,6.3,6.3
5137,Mayo,5,6.5,6.5,6.5,6.3,6.3
5138,Mayo,5,6.5,6.5,6.5,6.3,6.3
5139,Mayo,5,6.5,6.5,6.5,6.3,6.3
5140,Mayo,5,6.5,6.5,6.5,6.3,6.3
5141,Mayo,5,6.5,6.5,6.5,6.3,6.3
5142,Mayo,5,6.5,6.5,6.5,6.3,6.3
5144,Mayo,5,6.5,6.5,6.5,6.3,6.3
5150,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5151,Mayo,5,6.5,6.5,6.5,6.3,6.3
5152,Mayo,5,6.5,6.5,6.5,6.3,6.3
5153,Mayo,5,6.5,6.5,6.5,6.3,6.3
5154,Mayo,5,6.5,6.5,6.5,6.3,6.3
5155,Mayo,5,6.5,6.5,6.5,6.3,6.3
5156,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5156,Mayo,5,6.5,6.5,6.5,6.3,6.3
5157,Mayo,5,6.5,6.5,6.5,6.3,6.3
5158,Kingston,4,4,4,4,4.2,4.2
5159,Boothby,6.3,6.5,6.5,6.5,6.3,6.3
5159,Kingston,4,4,4,4,4.2,4.2
5159,Mayo,5,6.5,6.5,6.5,6.3,6.3
5161,Kingston,4,4,4,4,4.2,4.2
5162,Kingston,4,4,4,4,4.2,4.2
5163,Kingston,4,4,4,4,4.2,4.2
5164,Kingston,4,4,4,4,4.2,4.2
5165,Kingston,4,4,4,4,4.2,4.2
5166,Kingston,4,4,4,4,4.2,4.2
5167,Kingston,4,4,4,4,4.2,4.2
5168,Kingston,4,4,4,4,4.2,4.2
5169,Kingston,4,4,4,4,4.2,4.2
5170,Kingston,4,4,4,4,4.2,4.2
5171,Kingston,4,4,4,4,4.2,4.2
5172,Kingston,4,4,4,4,4.2,4.2
5172,Mayo,5,6.5,6.5,6.5,6.3,6.3
5173,Kingston,4,4,4,4,4.2,4.2
5174,Kingston,4,4,4,4,4.2,4.2
5201,Mayo,5,6.5,6.5,6.5,6.3,6.3
5202,Mayo,5,6.5,6.5,6.5,6.3,6.3
5203,Mayo,5,6.5,6.5,6.5,6.3,6.3
5204,Mayo,5,6.5,6.5,6.5,6.3,6.3
5210,Mayo,5,6.5,6.5,6.5,6.3,6.3
5211,Mayo,5,6.5,6.5,6.5,6.3,6.3
5212,Mayo,5,6.5,6.5,6.5,6.3,6.3
5213,Mayo,5,6.5,6.5,6.5,6.3,6.3
5214,Mayo,5,6.5,6.5,6.5,6.3,6.3
5220,Mayo,5,6.5,6.5,6.5,6.3,6.3
5221,Mayo,5,6.5,6.5,6.5,6.3,6.3
5222,Mayo,5,6.5,6.5,6.5,6.3,6.3
5223,Mayo,5,6.5,6.5,6.5,6.3,6.3
5231,Mayo,5,6.5,6.5,6.5,6.3,6.3
5232,Mayo,5,6.5,6.5,6.5,6.3,6.3
5233,Mayo,5,6.5,6.5,6.5,6.3,6.3
5234,Mayo,5,6.5,6.5,6.5,6.3,6.3
5235,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5235,Mayo,5,6.5,6.5,6.5,6.3,6.3
5236,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5237,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5238,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5240,Mayo,5,6.5,6.5,6.5,6.3,6.3
5241,Mayo,5,6.5,6.5,6.5,6.3,6.3
5242,Mayo,5,6.5,6.5,6.5,6.3,6.3
5243,Mayo,5,6.5,6.5,6.5,6.3,6.3
5244,Mayo,5,6.5,6.5,6.5,6.3,6.3
5245,Mayo,5,6.5,6.5,6.5,6.3,6.3
5250,Mayo,5,6.5,6.5,6.5,6.3,6.3
5251,Mayo,5,6.5,6.5,6.5,6.3,6.3
5252,Mayo,5,6.5,6.5,6.5,6.3,6.3
5253,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5254,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5254,Mayo,5,6.5,6.5,6.5,6.3,6.3
5255,Mayo,5,6.5,6.5,6.5,6.3,6.3
5256,Mayo,5,6.5,6.5,6.5,6.3,6.3
5259,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5260,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5261,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5262,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5263,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5264,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5265,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5266,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5267,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5268,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5269,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5270,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5271,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5272,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5273,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5275,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5276,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5277,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5278,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5279,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5280,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5290,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5291,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5301,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5302,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5303,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5304,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5306,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5307,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5308,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5309,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5310,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5311,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5312,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5320,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5321,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5322,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5330,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5331,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5332,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5333,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5340,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5341,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5342,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5343,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5344,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5345,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5346,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5350,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5351,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5351,Mayo,5,6.5,6.5,6.5,6.3,6.3
5352,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5352,Wakefield,4,4,4,4,4.2,4.2
5353,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5354,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5355,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5355,Wakefield,4,4,4,4,4.2,4.2
5356,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5357,Barker,6.3,6.5,6.5,6.5,6.3,6.3
5360,Wakefield,4,4,4,4,4.2,4.2
5371,Wakefield,4,4,4,4,4.2,4.2
5372,Wakefield,4,4,4,4,4.2,4.2
5373,Wakefield,4,4,4,4,4.2,4.2
5374,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5381,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5400,Wakefield,4,4,4,4,4.2,4.2
5401,Wakefield,4,4,4,4,4.2,4.2
5410,Wakefield,4,4,4,4,4.2,4.2
5411,Wakefield,4,4,4,4,4.2,4.2
5412,Wakefield,4,4,4,4,4.2,4.2
5413,Wakefield,4,4,4,4,4.2,4.2
5414,Wakefield,4,4,4,4,4.2,4.2
5415,Wakefield,4,4,4,4,4.2,4.2
5416,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5417,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5418,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5419,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5420,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5421,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5422,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5431,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5432,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5433,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5434,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5440,Grey,6.3,6.5,6.5,6.5,6.3,6.3
