postcode,electorate,2016_score,2015_score,2014_score,2013_score,2012_score,2011_score
3163,Higgins,6.3,6.5,6.5,6.5,6.3,6.3
3163,Hotham,4,4,4,4,4.2,4.2
3163,Melbourne Ports,4,4,4,4,4.2,4.2
3165,Hotham,4,4,4,4,4.2,4.2
3166,Chisholm,6.3,4,4,4,4.2,4.2
3166,Higgins,6.3,6.5,6.5,6.5,6.3,6.3
3166,Hotham,4,4,4,4,4.2,4.2
3167,Hotham,4,4,4,4,4.2,4.2
3168,Bruce,4,4,4,4,4.2,4.2
3168,Chisholm,6.3,4,4,4,4.2,4.2
3168,Hotham,4,4,4,4,4.2,4.2
3169,Chisholm,6.3,4,4,4,4.2,4.2
3169,Hotham,4,4,4,4,4.2,4.2
3170,Bruce,4,4,4,4,4.2,4.2
3171,Bruce,4,4,4,4,4.2,4.2
3171,Hotham,4,4,4,4,4.2,4.2
3172,Hotham,4,4,4,4,4.2,4.2
3172,Isaacs,4,4,4,4,4.2,4.2
3173,Isaacs,4,4,4,4,4.2,4.2
3174,Bruce,4,4,4,4,4.2,4.2
3174,Hotham,4,4,4,4,4.2,4.2
3174,Isaacs,4,4,4,4,4.2,4.2
3175,Bruce,4,4,4,4,4.2,4.2
3175,Isaacs,4,4,4,4,4.2,4.2
3177,Holt,4,4,4,4,4.2,4.2
3178,Aston,6.3,6.5,6.5,6.5,6.3,6.3
3179,Aston,6.3,6.5,6.5,6.5,6.3,6.3
3180,Aston,6.3,6.5,6.5,6.5,6.3,6.3
3181,Higgins,6.3,6.5,6.5,6.5,6.3,6.3
3181,Melbourne Ports,4,4,4,4,4.2,4.2
3182,Melbourne Ports,4,4,4,4,4.2,4.2
3183,Melbourne Ports,4,4,4,4,4.2,4.2
3184,Melbourne Ports,4,4,4,4,4.2,4.2
3185,Melbourne Ports,4,4,4,4,4.2,4.2
3186,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3187,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3188,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3189,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3189,Hotham,4,4,4,4,4.2,4.2
3190,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3190,Hotham,4,4,4,4,4.2,4.2
3191,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3192,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3192,Hotham,4,4,4,4,4.2,4.2
3192,Isaacs,4,4,4,4,4.2,4.2
3193,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3194,Hotham,4,4,4,4,4.2,4.2
3194,Isaacs,4,4,4,4,4.2,4.2
3195,Isaacs,4,4,4,4,4.2,4.2
3196,Isaacs,4,4,4,4,4.2,4.2
3197,Isaacs,4,4,4,4,4.2,4.2
3198,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3199,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3200,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3201,Isaacs,4,4,4,4,4.2,4.2
3202,Hotham,4,4,4,4,4.2,4.2
3204,Goldstein,6.3,6.5,6.5,6.5,6.3,6.3
3205,Melbourne Ports,4,4,4,4,4.2,4.2
3206,Melbourne Ports,4,4,4,4,4.2,4.2
3207,Melbourne Ports,4,4,4,4,4.2,4.2
3211,Corio,4,4,4,4,4.2,4.2
3211,Lalor,4,4,4,4,4.2,4.2
3212,Corio,4,4,4,4,4.2,4.2
3214,Corio,4,4,4,4,4.2,4.2
3215,Corio,4,4,4,4,4.2,4.2
3216,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3217,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3218,Corio,4,4,4,4,4.2,4.2
3219,Corio,4,4,4,4,4.2,4.2
3220,Corio,4,4,4,4,4.2,4.2
3221,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3221,Corio,4,4,4,4,4.2,4.2
3222,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3222,Corio,4,4,4,4,4.2,4.2
3223,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3224,Corio,4,4,4,4,4.2,4.2
3225,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3226,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3227,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3228,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3230,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3231,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3232,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3233,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3235,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3236,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3237,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3238,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3239,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3240,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3241,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3242,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3243,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3249,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3250,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3251,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3254,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3260,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3264,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3265,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3266,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3267,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3268,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3269,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3270,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3271,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3272,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3273,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3274,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3275,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3276,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3277,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3278,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3279,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3280,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3281,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3282,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3283,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3284,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3285,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3286,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3287,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3289,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3292,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3293,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3294,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3300,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3301,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3302,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3303,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3304,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3305,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3309,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3310,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3311,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3311,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3312,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3312,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3314,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3315,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3317,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3318,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3319,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3321,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3322,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3323,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3324,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3325,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3328,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3329,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3330,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3331,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3332,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3333,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3334,Ballarat,4,4,4,4,4.2,4.2
3335,Gorton,4,4,4,4,4.2,4.2
3335,Lalor,4,4,4,4,4.2,4.2
3337,Lalor,4,4,4,4,4.2,4.2
3338,Lalor,4,4,4,4,4.2,4.2
3340,Ballarat,4,4,4,4,4.2,4.2
3340,Corio,4,4,4,4,4.2,4.2
3341,Ballarat,4,4,4,4,4.2,4.2
3342,Ballarat,4,4,4,4,4.2,4.2
3345,Ballarat,4,4,4,4,4.2,4.2
3350,Ballarat,4,4,4,4,4.2,4.2
3351,Ballarat,4,4,4,4,4.2,4.2
3351,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3351,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3352,Ballarat,4,4,4,4,4.2,4.2
3352,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3352,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3355,Ballarat,4,4,4,4,4.2,4.2
3356,Ballarat,4,4,4,4,4.2,4.2
3357,Ballarat,4,4,4,4,4.2,4.2
3360,Corangamite,6.3,6.5,6.5,6.5,4.2,4.2
3361,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3363,Ballarat,4,4,4,4,4.2,4.2
3364,Ballarat,4,4,4,4,4.2,4.2
3364,Bendigo,4,4,4,4,4.2,4.2
3370,Ballarat,4,4,4,4,4.2,4.2
3371,Bendigo,4,4,4,4,4.2,4.2
3371,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3373,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3375,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3377,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3378,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3379,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3380,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3381,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3381,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3384,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3385,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3387,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3388,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3390,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3391,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3392,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3393,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3395,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3396,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3399,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3400,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3401,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3407,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3409,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3412,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3413,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3414,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3415,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3418,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3419,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3420,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3422,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3423,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3424,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3427,Calwell,4,4,4,4,4.2,4.2
3427,Lalor,4,4,4,4,4.2,4.2
3428,Calwell,4,4,4,4,4.2,4.2
3429,Calwell,4,4,4,4,4.2,4.2
3430,McEwen,4,4,4,4,4.2,4.2
3431,McEwen,4,4,4,4,4.2,4.2
3432,McEwen,4,4,4,4,4.2,4.2
3433,McEwen,4,4,4,4,4.2,4.2
3434,McEwen,4,4,4,4,4.2,4.2
3435,McEwen,4,4,4,4,4.2,4.2
3437,McEwen,4,4,4,4,4.2,4.2
3438,McEwen,4,4,4,4,4.2,4.2
3440,McEwen,4,4,4,4,4.2,4.2
3441,McEwen,4,4,4,4,4.2,4.2
3442,McEwen,4,4,4,4,4.2,4.2
3444,Bendigo,4,4,4,4,4.2,4.2
3444,McEwen,4,4,4,4,4.2,4.2
3446,Bendigo,4,4,4,4,4.2,4.2
3447,Bendigo,4,4,4,4,4.2,4.2
3448,Bendigo,4,4,4,4,4.2,4.2
3450,Bendigo,4,4,4,4,4.2,4.2
3451,Bendigo,4,4,4,4,4.2,4.2
3453,Bendigo,4,4,4,4,4.2,4.2
3458,Ballarat,4,4,4,4,4.2,4.2
3460,Ballarat,4,4,4,4,4.2,4.2
3461,Ballarat,4,4,4,4,4.2,4.2
3462,Bendigo,4,4,4,4,4.2,4.2
3463,Bendigo,4,4,4,4,4.2,4.2
3464,Bendigo,4,4,4,4,4.2,4.2
3465,Bendigo,4,4,4,4,4.2,4.2
3465,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3467,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3468,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3469,Wannon,6.3,6.5,6.5,6.5,6.3,6.3
3472,Bendigo,4,4,4,4,4.2,4.2
3475,Bendigo,4,4,4,4,4.2,4.2
3475,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3478,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3480,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3482,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3483,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3485,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3487,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3488,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3489,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3490,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3491,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3494,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3496,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3498,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3500,Farrer,6.3,6.5,6.5,6.5,6.3,6.3
3500,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3501,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3505,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3506,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3507,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3509,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3512,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3515,Bendigo,4,4,4,4,4.2,4.2
3516,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3517,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3518,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3520,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3521,McEwen,4,4,4,4,4.2,4.2
3522,McEwen,4,4,4,4,4.2,4.2
3523,Bendigo,4,4,4,4,4.2,4.2
3525,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3525,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3527,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3529,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3530,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3531,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3533,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3537,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3540,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3542,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3544,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3546,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3549,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3550,Bendigo,4,4,4,4,4.2,4.2
3551,Bendigo,4,4,4,4,4.2,4.2
3551,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3555,Bendigo,4,4,4,4,4.2,4.2
3556,Bendigo,4,4,4,4,4.2,4.2
3557,Bendigo,4,4,4,4,4.2,4.2
3558,Bendigo,4,4,4,4,4.2,4.2
3558,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3559,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3561,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3562,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3563,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3564,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3565,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3566,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3567,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3568,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3570,Bendigo,4,4,4,4,4.2,4.2
3571,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3572,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3573,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3575,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3576,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3578,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3579,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3580,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3581,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3583,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3584,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3585,Farrer,6.3,6.5,6.5,6.5,6.3,6.3
3585,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3586,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3588,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3589,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3590,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3591,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3594,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3595,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3596,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3597,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3599,Mallee,6.3,6.2,6.2,6.2,6.1,6.1
3607,Indi,5,5,5,5,6.3,6.3
3608,Indi,5,5,5,5,6.3,6.3
3610,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3612,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3614,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3616,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3617,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3618,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3620,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3621,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3622,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3623,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3624,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3629,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3630,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3631,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3633,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3634,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3635,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3636,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3637,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3638,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3639,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3640,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3641,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3644,Farrer,6.3,6.5,6.5,6.5,6.3,6.3
3644,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3646,Indi,5,5,5,5,6.3,6.3
3646,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3647,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3649,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3658,McEwen,4,4,4,4,4.2,4.2
3659,McEwen,4,4,4,4,4.2,4.2
3660,McEwen,4,4,4,4,4.2,4.2
3662,McEwen,4,4,4,4,4.2,4.2
3663,Indi,5,5,5,5,6.3,6.3
3664,Indi,5,5,5,5,6.3,6.3
3665,Indi,5,5,5,5,6.3,6.3
3666,Indi,5,5,5,5,6.3,6.3
3669,Indi,5,5,5,5,6.3,6.3
3669,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3670,Indi,5,5,5,5,6.3,6.3
3672,Indi,5,5,5,5,6.3,6.3
3673,Indi,5,5,5,5,6.3,6.3
3675,Indi,5,5,5,5,6.3,6.3
3677,Indi,5,5,5,5,6.3,6.3
3678,Indi,5,5,5,5,6.3,6.3
3682,Indi,5,5,5,5,6.3,6.3
3683,Indi,5,5,5,5,6.3,6.3
3685,Indi,5,5,5,5,6.3,6.3
3687,Indi,5,5,5,5,6.3,6.3
3688,Indi,5,5,5,5,6.3,6.3
3690,Indi,5,5,5,5,6.3,6.3
3691,Indi,5,5,5,5,6.3,6.3
3693,Indi,5,5,5,5,6.3,6.3
3694,Indi,5,5,5,5,6.3,6.3
3695,Indi,5,5,5,5,6.3,6.3
3697,Indi,5,5,5,5,6.3,6.3
3698,Indi,5,5,5,5,6.3,6.3
3699,Indi,5,5,5,5,6.3,6.3
3700,Indi,5,5,5,5,6.3,6.3
3701,Indi,5,5,5,5,6.3,6.3
3704,Indi,5,5,5,5,6.3,6.3
3705,Indi,5,5,5,5,6.3,6.3
3707,Indi,5,5,5,5,6.3,6.3
3708,Indi,5,5,5,5,6.3,6.3
3709,Indi,5,5,5,5,6.3,6.3
3711,McEwen,4,4,4,4,4.2,4.2
3712,McEwen,4,4,4,4,4.2,4.2
3713,McEwen,4,4,4,4,4.2,4.2
3714,McEwen,4,4,4,4,4.2,4.2
3715,Indi,5,5,5,5,6.3,6.3
3717,McEwen,4,4,4,4,4.2,4.2
3718,McEwen,4,4,4,4,4.2,4.2
3719,McEwen,4,4,4,4,4.2,4.2
3720,Indi,5,5,5,5,6.3,6.3
3722,Indi,5,5,5,5,6.3,6.3
3722,McEwen,4,4,4,4,4.2,4.2
3723,Indi,5,5,5,5,6.3,6.3
3725,Indi,5,5,5,5,6.3,6.3
3726,Indi,5,5,5,5,6.3,6.3
3727,Indi,5,5,5,5,6.3,6.3
3728,Indi,5,5,5,5,6.3,6.3
3728,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3730,Murray,6.3,6.5,6.5,6.5,6.3,6.3
3732,Indi,5,5,5,5,6.3,6.3
3733,Indi,5,5,5,5,6.3,6.3
3735,Indi,5,5,5,5,6.3,6.3
3737,Indi,5,5,5,5,6.3,6.3
3738,Indi,5,5,5,5,6.3,6.3
3739,Indi,5,5,5,5,6.3,6.3
3740,Indi,5,5,5,5,6.3,6.3
3741,Indi,5,5,5,5,6.3,6.3
3744,Indi,5,5,5,5,6.3,6.3
3746,Indi,5,5,5,5,6.3,6.3
3747,Indi,5,5,5,5,6.3,6.3
3749,Indi,5,5,5,5,6.3,6.3
3750,McEwen,4,4,4,4,4.2,4.2
3751,McEwen,4,4,4,4,4.2,4.2
3752,McEwen,4,4,4,4,4.2,4.2
3752,Scullin,4,4,4,4,4.2,4.2
3753,McEwen,4,4,4,4,4.2,4.2
3754,McEwen,4,4,4,4,4.2,4.2
3755,McEwen,4,4,4,4,4.2,4.2
3756,McEwen,4,4,4,4,4.2,4.2
3757,McEwen,4,4,4,4,4.2,4.2
3758,McEwen,4,4,4,4,4.2,4.2
3759,McEwen,4,4,4,4,4.2,4.2
3760,McEwen,4,4,4,4,4.2,4.2
3761,McEwen,4,4,4,4,4.2,4.2
3762,McEwen,4,4,4,4,4.2,4.2
3763,McEwen,4,4,4,4,4.2,4.2
3764,McEwen,4,4,4,4,4.2,4.2
3765,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3766,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3767,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3770,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3775,McEwen,4,4,4,4,4.2,4.2
3777,McEwen,4,4,4,4,4.2,4.2
3778,McEwen,4,4,4,4,4.2,4.2
3779,McEwen,4,4,4,4,4.2,4.2
3781,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3782,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3782,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3783,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3786,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3787,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3788,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3788,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3789,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3791,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3792,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3793,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3795,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3796,Casey,6.3,6.5,6.5,6.5,6.3,6.3
3797,McEwen,4,4,4,4,4.2,4.2
3799,McEwen,4,4,4,4,4.2,4.2
3800,Chisholm,6.3,4,4,4,4.2,4.2
3802,Holt,4,4,4,4,4.2,4.2
3803,Holt,4,4,4,4,4.2,4.2
3804,Holt,4,4,4,4,4.2,4.2
3804,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3805,Holt,4,4,4,4,4.2,4.2
3805,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3806,Holt,4,4,4,4,4.2,4.2
3806,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3807,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3808,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3809,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3810,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3810,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3812,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3813,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
