SA3 Code,SA3_Name,Year,Remoteness ,State,Latitude,Longitude,Estimated Resident Population,Patent applicants (total),"Patent applicants (per 10,000 residents)",Trademark applicants (total),"Trademark applicants (per 10,000 residents)",New business entries,"New business entries (per 10,000 residents)",Business Research and Development Expenditure,Unemployed (total),Labour force (total),"Postgraduate Degree Level (total, 2011)","Graduate Diploma and Graduate Certificate Level (total, 2011)","Bachelor Degree Level (total, 2011)","Advanced Diploma and Diploma Level (total, 2011)","Certificate Level (total, 2011)","Year 12 or equivalent (total, 2011)","Did not go to school (total, 2011)",Accommodation and Food Services (count of businesses),Administrative and Support Services (count of businesses),"Agriculture, Forestry and Fishing (count of businesses)",Arts and Recreation Services (count of businesses),Construction (count of businesses),Education and Training (count of businesses),"Electricity, Gas, Water and Waste Services (count of businesses)",Financial and Insurance Services (count of businesses),Health Care and Social Assistance (count of businesses),Information Media and Telecommunications (count of businesses),Manufacturing (count of businesses),Mining (count of businesses),"Professional, Scientific and Technical Services (count of businesses)",Public Administration and Safety (count of businesses),"Rental, Hiring and Real Estate Services (count of businesses)",Retail Trade (count of businesses),"Transport, Postal and Warehousing (count of businesses)",Wholesale Trade (count of businesses),Top industry (by count of businesses),Count of University Campuses (2015),Count of TAFEs (2015),Count of Research Institutes (2015)
30101,Capalaba,2013,Major Cities of Australia,Queensland,-27.5156779,153.1954591,73528,16,2.2,93,12.6,667,90.7,6662820,2440,41826,1100,718,5943,4853,12489,26368,163,161,228,107,57,1441,62,12,375,255,33,286,13,743,27,559,380,380,232,Construction,0,2,0
30101,Capalaba,2014,Major Cities of Australia,Queensland,-27.5156779,153.1954591,73755,15,2.0,108,14.6,771,104.5,5083730,1762,42609,1100,718,5943,4853,12489,26368,163,155,228,82,50,1426,73,21,397,269,36,276,14,773,25,586,356,385,227,Construction,0,2,0
30101,Capalaba,2015,Major Cities of Australia,Queensland,-27.5156779,153.1954591,74263,14,1.9,116,15.6,NA,NA,NA,2163,44126,1100,718,5943,4853,12489,26368,163,160,226,89,56,1438,82,27,411,275,33,279,11,761,18,592,363,371,225,Construction,0,2,0
30102,Cleveland - Stradbroke,2009,Major Cities of Australia,Queensland,-27.46164179,153.3851875,76003,21,2.8,124,16.3,1059,139.3,12008708,NA,NA,1309,854,6129,5611,13728,27716,154,224,297,272,62,1622,88,24,460,255,33,298,12,740,30,851,472,412,214,Construction,0,0,0
30102,Cleveland - Stradbroke,2010,Major Cities of Australia,Queensland,-27.46164179,153.3851875,77434,38,4.9,154,19.9,1164,150.3,13670760,2609,41349,1309,854,6129,5611,13728,27716,154,194,312,249,79,1621,84,24,474,252,31,283,9,784,27,901,429,408,245,Construction,0,0,0
30102,Cleveland - Stradbroke,2011,Major Cities of Australia,Queensland,-27.46164179,153.3851875,79174,19,2.4,135,17.1,960,121.3,17386056,2114,41451,1309,854,6129,5611,13728,27716,154,226,314,247,62,1615,87,32,486,270,44,289,9,793,24,866,484,409,252,Construction,0,0,0
30102,Cleveland - Stradbroke,2012,Major Cities of Australia,Queensland,-27.46164179,153.3851875,80682,28,3.5,94,11.7,922,114.3,17620534,2218,42500,1309,854,6129,5611,13728,27716,154,215,289,214,68,1556,88,41,497,258,40,277,21,800,22,840,483,378,232,Construction,0,0,0
30102,Cleveland - Stradbroke,2013,Major Cities of Australia,Queensland,-27.46164179,153.3851875,81933,27,3.3,116,14.2,791,96.5,19548981,2694,42327,1309,854,6129,5611,13728,27716,154,208,280,205,65,1473,73,26,514,274,39,260,12,779,27,826,440,362,219,Construction,0,0,0
30102,Cleveland - Stradbroke,2014,Major Cities of Australia,Queensland,-27.46164179,153.3851875,83182,20,2.4,130,15.6,869,104.5,13682350,1949,43714,1309,854,6129,5611,13728,27716,154,205,285,182,73,1478,71,25,541,293,46,255,9,795,28,813,437,348,211,Construction,0,0,0
30102,Cleveland - Stradbroke,2015,Major Cities of Australia,Queensland,-27.46164179,153.3851875,84049,17,2.0,126,15.0,NA,NA,NA,2474,45273,1309,854,6129,5611,13728,27716,154,202,271,182,64,1506,86,24,584,307,42,258,15,809,25,796,438,337,208,Construction,0,0,0
30103,Wynnum - Manly,2009,Major Cities of Australia,Queensland,-27.42844321,153.1653021,64626,35,5.4,185,28.6,955,147.8,38797604,NA,NA,1476,911,6882,4538,10068,25942,172,187,256,110,76,1063,72,12,295,215,27,341,12,709,18,594,353,453,296,Construction,0,0,0
30103,Wynnum - Manly,2010,Major Cities of Australia,Queensland,-27.42844321,153.1653021,65906,36,5.5,149,22.6,947,143.7,33750772,2562,37956,1476,911,6882,4538,10068,25942,172,162,258,100,79,1056,79,18,302,251,46,339,3,732,21,595,351,443,304,Construction,0,0,0
30103,Wynnum - Manly,2011,Major Cities of Australia,Queensland,-27.42844321,153.1653021,67253,26,3.9,167,24.8,890,132.3,38233802,2007,37926,1476,911,6882,4538,10068,25942,172,166,251,102,56,1095,78,22,331,262,29,364,3,776,39,647,372,413,316,Construction,0,0,0
30103,Wynnum - Manly,2012,Major Cities of Australia,Queensland,-27.42844321,153.1653021,68695,18,2.6,217,31.6,849,123.6,59870432,2054,38995,1476,911,6882,4538,10068,25942,172,167,240,90,67,1094,85,12,336,272,39,350,9,776,36,632,360,409,318,Construction,0,0,0
30103,Wynnum - Manly,2013,Major Cities of Australia,Queensland,-27.42844321,153.1653021,69951,20,2.9,159,22.7,743,106.2,52548755,2356,38940,1476,911,6882,4538,10068,25942,172,164,237,80,66,1057,80,18,342,277,39,337,6,771,34,620,354,384,318,Construction,0,0,0
30103,Wynnum - Manly,2014,Major Cities of Australia,Queensland,-27.42844321,153.1653021,71045,38,5.3,157,22.1,791,111.3,34806199,1694,40259,1476,911,6882,4538,10068,25942,172,179,236,63,70,1084,81,18,370,301,33,335,12,776,37,645,344,391,325,Construction,0,0,0
30103,Wynnum - Manly,2015,Major Cities of Australia,Queensland,-27.42844321,153.1653021,71484,29,4.1,190,26.6,NA,NA,NA,2162,41693,1476,911,6882,4538,10068,25942,172,188,240,67,74,1106,93,12,401,312,33,335,15,793,40,664,349,371,304,Construction,0,0,0
30201,Bald Hills - Everton Park,2009,Major Cities of Australia,Queensland,-27.34462637,153.0051325,38195,15,3.9,72,18.9,457,119.6,3839942,NA,NA,1198,657,5116,2850,5252,17548,107,111,93,76,28,584,38,24,230,176,34,79,9,382,9,406,188,213,79,Construction,0,0,0
30201,Bald Hills - Everton Park,2010,Major Cities of Australia,Queensland,-27.34462637,153.0051325,38797,12,3.1,69,17.8,563,145.1,3360055,736,21756,1198,657,5116,2850,5252,17548,107,79,116,81,54,622,50,21,260,158,28,81,6,427,6,418,189,207,89,Construction,0,0,0
30201,Bald Hills - Everton Park,2011,Major Cities of Australia,Queensland,-27.34462637,153.0051325,39204,7,1.8,56,14.3,402,102.5,4443427,532,22277,1198,657,5116,2850,5252,17548,107,99,119,64,40,598,44,6,254,213,25,68,9,439,9,395,192,195,92,Construction,0,0,0
30201,Bald Hills - Everton Park,2012,Major Cities of Australia,Queensland,-27.34462637,153.0051325,39677,10,2.5,73,18.4,397,100.1,5085992,778,22882,1198,657,5116,2850,5252,17548,107,99,124,52,39,595,47,6,244,220,23,56,18,436,9,404,185,166,91,Construction,0,0,0
30201,Bald Hills - Everton Park,2013,Major Cities of Australia,Queensland,-27.34462637,153.0051325,40660,5,1.2,102,25.1,346,85.1,4437465,565,22911,1198,657,5116,2850,5252,17548,107,94,120,53,40,539,51,9,253,224,27,55,12,423,6,403,169,160,81,Construction,0,0,0
30201,Bald Hills - Everton Park,2014,Major Cities of Australia,Queensland,-27.34462637,153.0051325,41124,3,0.7,83,20.2,417,101.4,7040351,723,24485,1198,657,5116,2850,5252,17548,107,103,124,47,43,523,47,6,264,241,29,53,6,430,9,424,181,167,83,Construction,0,0,0
30201,Bald Hills - Everton Park,2015,Major Cities of Australia,Queensland,-27.34462637,153.0051325,41403,6,1.4,67,16.2,NA,NA,NA,902,24066,1198,657,5116,2850,5252,17548,107,112,129,46,36,550,47,9,281,247,34,55,6,426,12,440,186,169,83,Construction,0,0,0
30202,Chermside,2009,Major Cities of Australia,Queensland,-27.38766172,153.0263642,66404,17,2.6,102,15.4,900,135.5,13975828,NA,NA,2034,1161,9428,4561,9031,30476,247,177,186,80,84,1029,62,9,379,310,44,246,15,721,18,624,381,405,260,Construction,0,0,1
30202,Chermside,2010,Major Cities of Australia,Queensland,-27.38766172,153.0263642,67408,26,3.9,127,18.8,1029,152.7,6399235,2141,37394,2034,1161,9428,4561,9031,30476,247,187,213,84,71,1048,85,6,373,354,51,242,,790,21,638,430,449,255,Construction,0,0,1
30202,Chermside,2011,Major Cities of Australia,Queensland,-27.38766172,153.0263642,68546,15,2.2,133,19.4,815,118.9,8338038,1559,38659,2034,1161,9428,4561,9031,30476,247,183,218,73,86,991,66,9,388,351,44,252,15,818,31,633,408,394,243,Construction,0,0,1
30202,Chermside,2012,Major Cities of Australia,Queensland,-27.38766172,153.0263642,69786,16,2.3,107,15.3,758,108.6,7745492,2190,39852,2034,1161,9428,4561,9031,30476,247,189,236,72,87,1010,81,3,382,364,34,261,6,816,22,648,406,394,239,Construction,0,0,1
30202,Chermside,2013,Major Cities of Australia,Queensland,-27.38766172,153.0263642,70596,31,4.4,100,14.2,699,99.0,6825184,1544,39406,2034,1161,9428,4561,9031,30476,247,194,202,56,78,955,78,9,374,371,38,252,9,783,27,656,371,359,228,Construction,0,0,1
30202,Chermside,2014,Major Cities of Australia,Queensland,-27.38766172,153.0263642,71210,25,3.5,105,14.7,811,113.9,11652260,2019,41992,2034,1161,9428,4561,9031,30476,247,192,240,56,90,945,90,15,388,386,55,242,3,811,24,669,385,366,228,Construction,0,0,1
30202,Chermside,2015,Major Cities of Australia,Queensland,-27.38766172,153.0263642,72394,13,1.8,124,17.1,NA,NA,NA,2347,41274,2034,1161,9428,4561,9031,30476,247,195,221,42,89,982,92,6,409,404,55,225,3,808,27,665,359,360,230,Construction,0,0,1
30203,Nundah,2009,Major Cities of Australia,Queensland,-27.38629597,153.0996051,34271,50,14.6,164,47.9,583,170.1,29278504,NA,NA,1046,555,4417,2489,5122,15999,150,93,148,43,45,603,41,6,232,100,30,331,12,362,9,484,279,401,264,Construction,1,1,0
30203,Nundah,2010,Major Cities of Australia,Queensland,-27.38629597,153.0996051,35167,44,12.5,157,44.6,652,185.4,21675986,1116,20707,1046,555,4417,2489,5122,15999,150,106,164,53,54,617,22,18,226,109,28,330,3,370,9,481,304,432,279,Construction,1,1,0
30203,Nundah,2011,Major Cities of Australia,Queensland,-27.38629597,153.0996051,35960,25,7.0,164,45.6,523,145.4,27048908,862,21568,1046,555,4417,2489,5122,15999,150,116,158,40,41,608,41,18,219,121,34,322,20,374,12,484,298,404,262,Construction,1,1,0
30203,Nundah,2012,Major Cities of Australia,Queensland,-27.38629597,153.0996051,36587,32,8.7,192,52.5,523,142.9,31118434,1198,22242,1046,555,4417,2489,5122,15999,150,105,179,31,62,596,45,22,224,124,43,308,15,401,13,472,292,433,260,Construction,1,1,0
30203,Nundah,2013,Major Cities of Australia,Queensland,-27.38629597,153.0996051,37432,22,5.9,182,48.6,481,128.5,38645717,861,22166,1046,555,4417,2489,5122,15999,150,107,154,30,51,561,46,15,226,125,32,292,18,400,17,467,289,397,257,Construction,1,1,0
30203,Nundah,2014,Major Cities of Australia,Queensland,-27.38629597,153.0996051,38130,26,6.8,201,52.7,530,139.0,40354517,1080,23847,1046,555,4417,2489,5122,15999,150,128,161,30,55,572,49,12,250,140,31,294,18,401,12,491,274,384,255,Construction,1,1,0
30203,Nundah,2015,Major Cities of Australia,Queensland,-27.38629597,153.0996051,38689,26,6.7,220,56.9,NA,NA,NA,1271,23444,1046,555,4417,2489,5122,15999,150,135,163,27,56,568,46,12,255,160,36,290,24,408,13,500,261,422,249,Construction,1,1,0
30204,Sandgate,2009,Major Cities of Australia,Queensland,-27.324346,153.0466445,53139,11,2.1,102,19.2,510,96.0,1987618,NA,NA,1036,669,5306,3463,8215,20819,187,104,124,65,58,630,38,18,119,115,18,116,3,308,15,218,198,312,92,Construction,0,2,0
30204,Sandgate,2010,Major Cities of Australia,Queensland,-27.324346,153.0466445,53899,4,0.7,57,10.6,559,103.7,1566098,1730,29003,1036,669,5306,3463,8215,20819,187,106,134,59,46,645,42,9,132,127,18,129,6,336,,252,228,334,97,Construction,0,2,0
30204,Sandgate,2011,Major Cities of Australia,Queensland,-27.324346,153.0466445,54772,4,0.7,52,9.5,450,82.2,1782379,1309,29943,1036,669,5306,3463,8215,20819,187,107,127,61,50,606,48,11,128,130,23,112,9,342,12,231,219,319,82,Construction,0,2,0
30204,Sandgate,2012,Major Cities of Australia,Queensland,-27.324346,153.0466445,55841,7,1.3,48,8.6,446,79.9,1791592,1853,30912,1036,669,5306,3463,8215,20819,187,117,118,48,46,578,47,18,132,133,16,95,,364,15,230,204,325,92,Construction,0,2,0
30204,Sandgate,2013,Major Cities of Australia,Queensland,-27.324346,153.0466445,56935,12,2.1,48,8.4,382,67.1,1730961,1412,30786,1036,669,5306,3463,8215,20819,187,114,119,46,47,544,55,15,140,145,18,92,,347,6,212,188,310,75,Construction,0,2,0
30204,Sandgate,2014,Major Cities of Australia,Queensland,-27.324346,153.0466445,58131,14,2.4,58,10.0,451,77.6,4174235,1820,33283,1036,669,5306,3463,8215,20819,187,117,129,40,50,557,65,12,138,149,21,84,6,350,3,219,198,308,80,Construction,0,2,0
30204,Sandgate,2015,Major Cities of Australia,Queensland,-27.324346,153.0466445,59103,4,0.7,54,9.1,NA,NA,NA,2157,32715,1036,669,5306,3463,8215,20819,187,123,137,41,40,566,57,3,146,162,21,88,6,366,9,234,200,323,74,Construction,0,2,0
30301,Carindale,2009,Major Cities of Australia,Queensland,-27.49818741,153.0991856,47904,20,4.2,67,14.0,671,140.1,2173797,NA,NA,1877,989,7507,3391,5888,23379,140,141,146,93,56,690,43,,282,241,25,111,3,555,12,450,246,227,104,Construction,0,0,0
30301,Carindale,2010,Major Cities of Australia,Queensland,-27.49818741,153.0991856,48428,10,2.1,66,13.6,703,145.2,2433754,947,28274,1877,989,7507,3391,5888,23379,140,155,161,115,65,669,56,9,310,266,21,119,14,585,6,475,255,232,122,Construction,0,0,0
30301,Carindale,2011,Major Cities of Australia,Queensland,-27.49818741,153.0991856,49010,9,1.8,62,12.7,639,130.4,3914573,843,27858,1877,989,7507,3391,5888,23379,140,152,179,89,66,711,59,7,315,293,31,111,16,625,9,474,269,198,106,Construction,0,0,0
30301,Carindale,2012,Major Cities of Australia,Queensland,-27.49818741,153.0991856,49711,7,1.4,100,20.1,602,121.1,2753906,1099,29669,1877,989,7507,3391,5888,23379,140,172,188,70,55,715,63,9,342,321,39,116,12,627,6,466,261,216,112,Construction,0,0,0
30301,Carindale,2013,Major Cities of Australia,Queensland,-27.49818741,153.0991856,50276,8,1.6,61,12.1,511,101.6,3551356,1098,30072,1877,989,7507,3391,5888,23379,140,146,162,67,55,673,63,6,340,326,39,101,12,606,12,452,247,207,106,Construction,0,0,0
30301,Carindale,2014,Major Cities of Australia,Queensland,-27.49818741,153.0991856,50624,6,1.2,61,12.0,615,121.5,3675525,1377,30218,1877,989,7507,3391,5888,23379,140,162,173,48,58,661,52,12,360,343,45,87,9,625,6,451,240,204,101,Construction,0,0,0
30301,Carindale,2015,Major Cities of Australia,Queensland,-27.49818741,153.0991856,51375,6,1.2,82,16.0,NA,NA,NA,1083,31148,1877,989,7507,3391,5888,23379,140,162,168,48,60,662,58,9,368,363,39,85,9,650,6,458,228,199,110,Construction,0,0,0
30302,Holland Park - Yeronga,2009,Major Cities of Australia,Queensland,-27.51075197,153.0417273,66387,41,6.2,193,29.1,1246,187.7,23187369,NA,NA,3806,1659,13499,4753,7213,37281,291,188,267,138,108,923,114,3,466,499,86,205,9,1101,23,769,416,540,231,"Professional, Scientific and Technical Services",0,1,2
30302,Holland Park - Yeronga,2010,Major Cities of Australia,Queensland,-27.51075197,153.0417273,67435,26,3.9,182,27.0,1230,182.4,32866420,2048,42348,3806,1659,13499,4753,7213,37281,291,210,310,122,96,930,118,15,513,530,86,206,9,1134,19,772,432,554,243,"Professional, Scientific and Technical Services",0,1,2
30302,Holland Park - Yeronga,2011,Major Cities of Australia,Queensland,-27.51075197,153.0417273,68651,19,2.8,196,28.6,1018,148.3,19174342,1771,41973,3806,1659,13499,4753,7213,37281,291,232,316,116,121,904,111,9,535,571,97,200,6,1149,24,805,453,446,250,"Professional, Scientific and Technical Services",0,1,2
30302,Holland Park - Yeronga,2012,Major Cities of Australia,Queensland,-27.51075197,153.0417273,70188,27,3.8,234,33.3,1057,150.6,24690305,2228,44970,3806,1659,13499,4753,7213,37281,291,240,327,101,120,913,104,9,553,597,87,199,6,1180,36,807,452,505,248,"Professional, Scientific and Technical Services",0,1,2
30302,Holland Park - Yeronga,2013,Major Cities of Australia,Queensland,-27.51075197,153.0417273,71660,37,5.2,213,29.7,874,122.0,29724737,2358,45990,3806,1659,13499,4753,7213,37281,291,249,296,86,112,839,115,6,544,654,91,201,6,1152,27,821,410,426,229,"Professional, Scientific and Technical Services",0,1,2
30302,Holland Park - Yeronga,2014,Major Cities of Australia,Queensland,-27.51075197,153.0417273,72648,27,3.7,153,21.1,1084,149.2,36845494,2970,46533,3806,1659,13499,4753,7213,37281,291,273,331,87,113,876,125,12,680,694,77,183,,1155,37,866,375,431,223,"Professional, Scientific and Technical Services",0,1,2
30302,Holland Park - Yeronga,2015,Major Cities of Australia,Queensland,-27.51075197,153.0417273,73426,26,3.5,261,35.5,NA,NA,NA,2251,47968,3806,1659,13499,4753,7213,37281,291,328,341,86,98,885,121,,715,722,84,186,6,1198,25,873,371,450,221,"Professional, Scientific and Technical Services",0,1,2
30303,Mt Gravatt,2009,Major Cities of Australia,Queensland,-27.55945924,153.1235536,66739,57,8.5,182,27.3,1162,174.1,30505103,NA,NA,3013,1142,10110,4791,7896,33226,374,244,271,141,66,987,73,18,546,310,54,192,9,825,19,863,423,514,241,Construction,1,1,0
30303,Mt Gravatt,2010,Major Cities of Australia,Queensland,-27.55945924,153.1235536,67532,51,7.6,191,28.3,1288,190.7,34982645,1704,37149,3013,1142,10110,4791,7896,33226,374,260,326,150,59,993,91,15,583,332,48,180,6,830,10,911,463,555,239,Construction,1,1,0
30303,Mt Gravatt,2011,Major Cities of Australia,Queensland,-27.55945924,153.1235536,68624,46,6.7,148,21.6,1038,151.3,31040588,1504,36686,3013,1142,10110,4791,7896,33226,374,286,351,140,57,992,89,12,603,362,48,191,10,866,17,887,477,459,266,Construction,1,1,0
30303,Mt Gravatt,2012,Major Cities of Australia,Queensland,-27.55945924,153.1235536,69654,46,6.6,177,25.4,1030,147.9,64756844,1841,38976,3013,1142,10110,4791,7896,33226,374,303,363,123,70,989,93,18,614,374,57,205,6,885,21,929,484,495,273,Construction,1,1,0
30303,Mt Gravatt,2013,Major Cities of Australia,Queensland,-27.55945924,153.1235536,70517,20,2.8,254,36.0,910,129.0,52441073,1917,39497,3013,1142,10110,4791,7896,33226,374,304,317,95,66,934,91,15,621,400,60,182,6,878,18,929,469,465,247,Construction,1,1,0
30303,Mt Gravatt,2014,Major Cities of Australia,Queensland,-27.55945924,153.1235536,71379,23,3.2,227,31.8,1041,145.8,42875562,2377,39793,3013,1142,10110,4791,7896,33226,374,332,326,91,59,928,96,12,637,429,54,171,10,895,18,961,455,460,250,"Rental, Hiring and Real Estate Services",1,1,0
30303,Mt Gravatt,2015,Major Cities of Australia,Queensland,-27.55945924,153.1235536,72149,13,1.8,191,26.5,NA,NA,NA,1895,41023,3013,1142,10110,4791,7896,33226,374,352,348,77,59,940,97,21,646,489,48,161,9,910,19,996,436,470,242,"Rental, Hiring and Real Estate Services",1,1,0
30304,Nathan,2009,Major Cities of Australia,Queensland,-27.54669439,153.0408417,37116,34,9.2,97,26.1,649,174.9,22063742,NA,NA,2029,749,5775,2461,4272,18515,242,85,123,75,41,575,42,9,222,199,35,258,9,418,19,490,283,301,268,Construction,1,0,1
30304,Nathan,2010,Major Cities of Australia,Queensland,-27.54669439,153.0408417,37592,19,5.1,82,21.8,739,196.6,26107332,1072,20763,2029,749,5775,2461,4272,18515,242,157,140,77,51,594,55,12,239,209,34,259,6,450,14,489,295,333,266,Construction,1,0,1
30304,Nathan,2011,Major Cities of Australia,Queensland,-27.54669439,153.0408417,38156,17,4.5,85,22.3,604,158.3,26480708,998,20487,2029,749,5775,2461,4272,18515,242,143,164,60,53,574,63,15,247,222,40,247,6,456,12,511,291,276,251,Construction,1,0,1
30304,Nathan,2012,Major Cities of Australia,Queensland,-27.54669439,153.0408417,38784,20,5.2,114,29.4,609,157.0,23703782,1209,21742,2029,749,5775,2461,4272,18515,242,126,175,54,55,581,66,9,235,255,36,244,,468,21,532,302,293,261,Construction,1,0,1
30304,Nathan,2013,Major Cities of Australia,Queensland,-27.54669439,153.0408417,39222,29,7.4,103,26.3,472,120.3,34773434,1351,21964,2029,749,5775,2461,4272,18515,242,150,133,38,51,544,64,9,263,244,31,238,6,457,10,514,284,279,229,Construction,1,0,1
30304,Nathan,2014,Major Cities of Australia,Queensland,-27.54669439,153.0408417,39655,26,6.6,69,17.4,567,143.0,24906472,1659,22137,2029,749,5775,2461,4272,18515,242,144,153,35,48,537,62,19,262,283,37,238,6,459,13,517,279,276,236,Construction,1,0,1
30304,Nathan,2015,Major Cities of Australia,Queensland,-27.54669439,153.0408417,40062,18,4.5,92,23.0,NA,NA,NA,1291,22825,2029,749,5775,2461,4272,18515,242,157,166,36,49,557,61,9,284,279,30,227,6,463,18,515,270,298,238,Construction,1,0,1
30305,Rocklea - Acacia Ridge,2009,Major Cities of Australia,Queensland,-27.61197178,153.0270008,53605,51,9.5,150,28.0,865,161.4,23104138,NA,NA,1964,548,6420,3385,6997,24362,432,183,235,134,34,817,40,21,287,163,28,402,6,476,12,663,332,588,488,Construction,0,1,0
30305,Rocklea - Acacia Ridge,2010,Major Cities of Australia,Queensland,-27.61197178,153.0270008,54876,42,7.7,102,18.6,949,172.9,22897934,1738,30711,1964,548,6420,3385,6997,24362,432,191,254,118,35,813,61,15,295,181,30,400,9,496,15,667,366,607,499,Construction,0,1,0
30305,Rocklea - Acacia Ridge,2011,Major Cities of Australia,Queensland,-27.61197178,153.0270008,55885,39,7.0,135,24.2,865,154.8,39503610,1504,30453,1964,548,6420,3385,6997,24362,432,225,265,107,43,798,60,24,317,193,26,383,6,489,11,710,400,588,490,Construction,0,1,0
30305,Rocklea - Acacia Ridge,2012,Major Cities of Australia,Queensland,-27.61197178,153.0270008,57294,25,4.4,166,29.0,852,148.7,23094751,1959,32774,1964,548,6420,3385,6997,24362,432,225,287,98,35,783,58,9,342,234,27,378,10,506,23,739,398,568,497,Construction,0,1,0
