SA3 Code,SA3_Name,Year,Remoteness ,State,Latitude,Longitude,Estimated Resident Population,Patent applicants (total),"Patent applicants (per 10,000 residents)",Trademark applicants (total),"Trademark applicants (per 10,000 residents)",New business entries,"New business entries (per 10,000 residents)",Business Research and Development Expenditure,Unemployed (total),Labour force (total),"Postgraduate Degree Level (total, 2011)","Graduate Diploma and Graduate Certificate Level (total, 2011)","Bachelor Degree Level (total, 2011)","Advanced Diploma and Diploma Level (total, 2011)","Certificate Level (total, 2011)","Year 12 or equivalent (total, 2011)","Did not go to school (total, 2011)",Accommodation and Food Services (count of businesses),Administrative and Support Services (count of businesses),"Agriculture, Forestry and Fishing (count of businesses)",Arts and Recreation Services (count of businesses),Construction (count of businesses),Education and Training (count of businesses),"Electricity, Gas, Water and Waste Services (count of businesses)",Financial and Insurance Services (count of businesses),Health Care and Social Assistance (count of businesses),Information Media and Telecommunications (count of businesses),Manufacturing (count of businesses),Mining (count of businesses),"Professional, Scientific and Technical Services (count of businesses)",Public Administration and Safety (count of businesses),"Rental, Hiring and Real Estate Services (count of businesses)",Retail Trade (count of businesses),"Transport, Postal and Warehousing (count of businesses)",Wholesale Trade (count of businesses),Top industry (by count of businesses),Count of University Campuses (2015),Count of TAFEs (2015),Count of Research Institutes (2015)
20103,Maryborough - Pyrenees,2009,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24060,6,2.5,16,6.7,220,91.4,236491,NA,NA,160,260,1168,1131,4146,5498,72,72,49,795,27,276,19,6,74,31,9,105,12,106,3,84,140,134,45,"Agriculture, Forestry and Fishing",0,1,0
20103,Maryborough - Pyrenees,2010,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24138,8,3.3,3,1.2,242,100.3,175626,1042,10057,160,260,1168,1131,4146,5498,72,65,48,800,27,286,30,9,80,35,6,95,3,84,9,92,138,143,42,"Agriculture, Forestry and Fishing",0,1,0
20103,Maryborough - Pyrenees,2011,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24115,6,2.5,22,9.1,222,92.1,282344,869,10503,160,260,1168,1131,4146,5498,72,77,52,824,18,279,17,9,75,51,6,86,9,96,6,97,133,141,38,"Agriculture, Forestry and Fishing",0,1,0
20103,Maryborough - Pyrenees,2012,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24151,2,0.8,8,3.3,192,79.5,193199,863,10768,160,260,1168,1131,4146,5498,72,78,38,765,21,274,19,12,79,41,3,86,12,83,6,104,131,143,40,"Agriculture, Forestry and Fishing",0,1,0
20103,Maryborough - Pyrenees,2013,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24205,4,1.7,6,2.5,159,65.7,383474,711,10670,160,260,1168,1131,4146,5498,72,74,45,765,24,261,20,12,80,40,6,83,9,87,6,98,124,139,37,"Agriculture, Forestry and Fishing",0,1,0
20103,Maryborough - Pyrenees,2014,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24244,4,1.6,7,2.9,217,89.5,772627,829,10493,160,260,1168,1131,4146,5498,72,81,35,792,23,265,23,9,84,45,3,92,6,86,3,107,124,145,38,"Agriculture, Forestry and Fishing",0,1,0
20103,Maryborough - Pyrenees,2015,Inner Regional Australia,Victoria,-37.29234216,143.5080136,24243,3,1.2,15,6.2,NA,NA,NA,781,10706,160,260,1168,1131,4146,5498,72,85,33,785,22,266,23,12,91,47,6,91,6,78,3,107,118,142,41,"Agriculture, Forestry and Fishing",0,1,0
20201,Bendigo,2009,Inner Regional Australia,Victoria,-36.7458619,144.2889256,84600,15,1.8,164,19.4,722,85.3,43945883,NA,NA,1239,1551,7237,4762,14467,27029,245,295,178,254,66,1193,62,18,397,340,63,330,38,544,15,567,580,370,193,Construction,1,2,1
20201,Bendigo,2010,Inner Regional Australia,Victoria,-36.7458619,144.2889256,85978,19,2.2,93,10.8,825,96.0,50445863,3480,45270,1239,1551,7237,4762,14467,27029,245,300,184,254,81,1210,65,9,431,349,50,326,28,568,24,591,554,377,190,Construction,1,2,1
20201,Bendigo,2011,Inner Regional Australia,Victoria,-36.7458619,144.2889256,87340,28,3.2,105,12.0,782,89.5,17237487,2294,48180,1239,1551,7237,4762,14467,27029,245,308,173,275,79,1290,69,18,433,385,45,320,29,582,27,588,535,356,192,Construction,1,2,1
20201,Bendigo,2012,Inner Regional Australia,Victoria,-36.7458619,144.2889256,88754,21,2.4,154,17.4,814,91.7,16609231,2938,45780,1239,1551,7237,4762,14467,27029,245,316,174,254,79,1313,81,18,480,413,40,308,32,610,15,608,556,357,196,Construction,1,2,1
20201,Bendigo,2013,Inner Regional Australia,Victoria,-36.7458619,144.2889256,90189,20,2.2,96,10.6,686,76.1,20099264,3592,47047,1239,1551,7237,4762,14467,27029,245,290,200,265,68,1288,69,18,493,399,46,297,34,581,21,589,537,356,191,Construction,1,2,1
20201,Bendigo,2014,Inner Regional Australia,Victoria,-36.7458619,144.2889256,91766,15,1.6,139,15.1,741,80.7,37419898,3855,49837,1239,1551,7237,4762,14467,27029,245,295,187,265,63,1319,75,15,520,419,52,288,34,589,24,606,529,360,188,Construction,1,2,1
20201,Bendigo,2015,Inner Regional Australia,Victoria,-36.7458619,144.2889256,92888,9,1.0,89,9.6,NA,NA,NA,3568,45398,1239,1551,7237,4762,14467,27029,245,307,185,251,57,1318,78,33,535,433,44,292,32,602,27,603,504,361,187,Construction,1,2,1
20202,Heathcote - Castlemaine - Kyneton,2009,Inner Regional Australia,Victoria,-37.01213684,144.3530442,43183,19,4.4,54,12.5,499,115.6,3629439,NA,NA,1039,1091,4137,3004,6933,14209,111,200,87,777,109,735,62,12,163,111,56,219,9,416,18,240,315,228,147,"Agriculture, Forestry and Fishing",0,2,0
20202,Heathcote - Castlemaine - Kyneton,2010,Inner Regional Australia,Victoria,-37.01213684,144.3530442,43587,21,4.8,40,9.2,545,125.0,2850271,1261,22263,1039,1091,4137,3004,6933,14209,111,172,96,777,111,729,55,15,173,132,39,213,18,402,15,268,306,224,131,"Agriculture, Forestry and Fishing",0,2,0
20202,Heathcote - Castlemaine - Kyneton,2011,Inner Regional Australia,Victoria,-37.01213684,144.3530442,44050,17,3.9,58,13.2,514,116.7,2307973,848,23568,1039,1091,4137,3004,6933,14209,111,181,101,804,112,760,55,14,202,137,49,207,27,436,12,267,320,226,141,"Agriculture, Forestry and Fishing",0,2,0
20202,Heathcote - Castlemaine - Kyneton,2012,Inner Regional Australia,Victoria,-37.01213684,144.3530442,44419,12,2.7,48,10.8,464,104.5,1427412,1138,22284,1039,1091,4137,3004,6933,14209,111,168,97,784,108,747,48,21,212,138,29,200,18,398,18,276,324,227,141,"Agriculture, Forestry and Fishing",0,2,0
20202,Heathcote - Castlemaine - Kyneton,2013,Inner Regional Australia,Victoria,-37.01213684,144.3530442,44882,16,3.6,64,14.3,405,90.2,2544275,1345,22825,1039,1091,4137,3004,6933,14209,111,168,95,782,104,720,55,21,209,135,37,196,21,423,9,279,307,218,130,"Agriculture, Forestry and Fishing",0,2,0
20202,Heathcote - Castlemaine - Kyneton,2014,Inner Regional Australia,Victoria,-37.01213684,144.3530442,45472,13,2.9,63,13.9,422,92.8,3454424,1359,24145,1039,1091,4137,3004,6933,14209,111,184,95,766,104,696,59,15,211,146,33,221,22,452,12,298,295,195,132,"Agriculture, Forestry and Fishing",0,2,0
20202,Heathcote - Castlemaine - Kyneton,2015,Inner Regional Australia,Victoria,-37.01213684,144.3530442,45904,12,2.6,80,17.4,NA,NA,NA,1200,21992,1039,1091,4137,3004,6933,14209,111,194,92,735,100,685,54,18,225,134,38,216,22,455,9,310,296,195,129,"Agriculture, Forestry and Fishing",0,2,0
20203,Loddon - Elmore,2009,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11458,1,0.9,9,7.9,139,121.3,538984,NA,NA,77,105,591,520,1862,2505,33,49,16,871,12,133,3,3,21,9,6,42,,28,,41,60,94,36,"Agriculture, Forestry and Fishing",0,0,0
20203,Loddon - Elmore,2010,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11402,1,0.9,6,5.3,132,115.8,541975,380,5514,77,105,591,520,1862,2505,33,51,13,882,19,123,9,3,21,12,3,40,3,22,,37,62,96,38,"Agriculture, Forestry and Fishing",0,0,0
20203,Loddon - Elmore,2011,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11303,0,0.0,4,3.5,118,104.4,229770,258,5749,77,105,591,520,1862,2505,33,43,9,893,18,129,5,,27,12,3,36,,33,,45,58,91,41,"Agriculture, Forestry and Fishing",0,0,0
20203,Loddon - Elmore,2012,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11263,2,1.8,5,4.4,167,148.3,262842,323,5374,77,105,591,520,1862,2505,33,46,19,861,15,122,10,3,35,10,3,39,3,33,3,44,61,95,43,"Agriculture, Forestry and Fishing",0,0,0
20203,Loddon - Elmore,2013,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11205,2,1.8,5,4.5,84,75.0,281653,408,5423,77,105,591,520,1862,2505,33,40,19,813,17,127,9,3,34,15,3,31,3,33,3,42,58,92,37,"Agriculture, Forestry and Fishing",0,0,0
20203,Loddon - Elmore,2014,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11179,1,0.9,5,4.5,142,127.0,457917,402,5663,77,105,591,520,1862,2505,33,35,21,851,12,120,12,3,34,20,3,33,6,29,3,39,53,95,33,"Agriculture, Forestry and Fishing",0,0,0
20203,Loddon - Elmore,2015,Inner Regional Australia,Victoria,-36.38213378,143.9531985,11127,0,0.0,3,2.7,NA,NA,NA,336,5157,77,105,591,520,1862,2505,33,40,17,845,15,115,15,6,35,13,3,30,3,30,,42,49,92,33,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2009,Inner Regional Australia,Victoria,-38.06160395,143.99357,15919,6,3.8,29,18.2,213,133.8,1371697,NA,NA,216,259,1328,1095,3108,4914,34,45,52,715,18,310,27,,59,28,9,59,,118,3,97,72,107,29,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2010,Inner Regional Australia,Victoria,-38.06160395,143.99357,16355,11,6.7,15,9.2,233,142.5,966351,329,8380,216,259,1328,1095,3108,4914,34,47,45,721,35,312,18,6,57,45,9,52,,123,9,92,74,105,35,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2011,Inner Regional Australia,Victoria,-38.06160395,143.99357,16825,5,3.0,15,8.9,223,132.5,698674,262,8893,216,259,1328,1095,3108,4914,34,50,45,718,23,348,22,,67,41,9,61,,125,6,95,80,109,42,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2012,Inner Regional Australia,Victoria,-38.06160395,143.99357,17234,7,4.1,12,7.0,229,132.9,644221,348,9255,216,259,1328,1095,3108,4914,34,50,43,706,32,333,18,9,79,45,6,52,,125,3,113,79,103,39,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2013,Inner Regional Australia,Victoria,-38.06160395,143.99357,17802,3,1.7,4,2.2,183,102.8,1695194,329,9014,216,259,1328,1095,3108,4914,34,46,38,700,21,326,17,9,77,43,3,61,,115,3,105,87,97,39,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2014,Inner Regional Australia,Victoria,-38.06160395,143.99357,18036,3,1.7,10,5.5,206,114.2,1667869,396,8797,216,259,1328,1095,3108,4914,34,48,35,707,24,339,18,6,78,42,6,61,,118,3,126,82,102,35,"Agriculture, Forestry and Fishing",0,0,0
20301,Barwon - West,2015,Inner Regional Australia,Victoria,-38.06160395,143.99357,18211,2,1.1,22,12.1,NA,NA,NA,318,9052,216,259,1328,1095,3108,4914,34,54,33,682,23,351,16,6,81,43,6,60,,120,,133,95,97,40,"Agriculture, Forestry and Fishing",0,0,0
20302,Geelong,2009,Major Cities of Australia,Victoria,-38.01887586,144.3656491,172880,42,2.4,228,13.2,1838,106.3,28278953,NA,NA,3094,2405,15998,11152,27939,58539,934,564,393,591,163,2498,167,75,998,705,78,691,15,1344,60,1315,1023,815,394,Construction,2,4,6
20302,Geelong,2010,Major Cities of Australia,Victoria,-38.01887586,144.3656491,175211,48,2.7,293,16.7,1975,112.7,27618801,6612,86608,3094,2405,15998,11152,27939,58539,934,563,412,519,157,2549,163,31,1031,765,76,631,24,1361,30,1339,1022,832,427,Construction,2,4,6
20302,Geelong,2011,Major Cities of Australia,Victoria,-38.01887586,144.3656491,177588,47,2.6,262,14.8,1727,97.2,33393822,5017,91119,3094,2405,15998,11152,27939,58539,934,585,409,540,144,2594,164,39,1076,813,84,635,21,1388,33,1417,1001,828,388,Construction,2,4,6
20302,Geelong,2012,Major Cities of Australia,Victoria,-38.01887586,144.3656491,179348,41,2.3,281,15.7,1795,100.1,43956333,6519,93584,3094,2405,15998,11152,27939,58539,934,594,418,485,132,2646,174,43,1077,851,63,608,18,1398,37,1454,987,770,381,Construction,2,4,6
20302,Geelong,2013,Major Cities of Australia,Victoria,-38.01887586,144.3656491,181667,40,2.2,292,16.1,1530,84.2,27751389,5871,89323,3094,2405,15998,11152,27939,58539,934,581,423,488,141,2536,174,48,1086,827,71,595,21,1352,40,1459,959,773,389,Construction,2,4,6
20302,Geelong,2014,Major Cities of Australia,Victoria,-38.01887586,144.3656491,184181,46,2.5,271,14.7,1700,92.3,26414460,7343,86994,3094,2405,15998,11152,27939,58539,934,611,439,462,140,2558,183,39,1137,848,70,593,21,1362,52,1459,965,788,396,Construction,2,4,6
20302,Geelong,2015,Major Cities of Australia,Victoria,-38.01887586,144.3656491,187417,36,1.9,342,18.2,NA,NA,NA,6037,89481,3094,2405,15998,11152,27939,58539,934,641,440,425,166,2604,178,44,1195,920,66,586,18,1397,54,1488,946,789,386,Construction,2,4,6
20303,Surf Coast - Bellarine Peninsula,2009,Inner Regional Australia,Victoria,-38.33804433,144.2589067,58932,32,5.4,114,19.3,723,122.7,3546721,NA,NA,1517,1445,7256,5025,9826,22751,94,332,159,363,101,1212,71,24,301,243,40,192,12,624,15,462,379,162,130,Construction,0,0,0
20303,Surf Coast - Bellarine Peninsula,2010,Inner Regional Australia,Victoria,-38.33804433,144.2589067,60525,16,2.6,106,17.5,862,142.4,3325898,1226,29051,1517,1445,7256,5025,9826,22751,94,312,151,372,98,1265,70,24,314,249,33,170,6,641,24,483,384,172,132,Construction,0,0,0
20303,Surf Coast - Bellarine Peninsula,2011,Inner Regional Australia,Victoria,-38.33804433,144.2589067,62167,13,2.1,112,18.0,714,114.9,2583600,945,30954,1517,1445,7256,5025,9826,22751,94,338,166,366,102,1349,73,18,354,284,41,172,9,677,18,483,409,178,148,Construction,0,0,0
20303,Surf Coast - Bellarine Peninsula,2012,Inner Regional Australia,Victoria,-38.33804433,144.2589067,63535,19,3.0,183,28.8,696,109.5,3364028,1334,32120,1517,1445,7256,5025,9826,22751,94,344,163,328,96,1320,69,15,353,289,33,180,6,648,18,503,391,164,150,Construction,0,0,0
20303,Surf Coast - Bellarine Peninsula,2013,Inner Regional Australia,Victoria,-38.33804433,144.2589067,65136,7,1.1,128,19.7,638,97.9,4655368,1239,30985,1517,1445,7256,5025,9826,22751,94,351,170,316,108,1290,61,21,376,307,41,177,3,675,15,503,379,159,128,Construction,0,0,0
20303,Surf Coast - Bellarine Peninsula,2014,Inner Regional Australia,Victoria,-38.33804433,144.2589067,66510,14,2.1,123,18.5,632,95.0,6384459,1528,30389,1517,1445,7256,5025,9826,22751,94,357,175,318,93,1337,59,12,387,336,45,178,3,678,18,505,372,164,142,Construction,0,0,0
20303,Surf Coast - Bellarine Peninsula,2015,Inner Regional Australia,Victoria,-38.33804433,144.2589067,68323,12,1.8,167,24.4,NA,NA,NA,1203,31257,1517,1445,7256,5025,9826,22751,94,367,166,310,94,1348,64,24,400,345,54,173,6,718,12,486,369,161,140,Construction,0,0,0
20401,Upper Goulburn Valley,2009,Inner Regional Australia,Victoria,-37.12977629,145.664487,49522,15,3.0,30,6.1,626,126.4,1861762,NA,NA,545,627,3291,3025,8824,14135,140,289,178,1785,70,966,57,18,188,142,18,262,9,335,27,354,355,342,146,"Agriculture, Forestry and Fishing",0,1,0
20401,Upper Goulburn Valley,2010,Inner Regional Australia,Victoria,-37.12977629,145.664487,50064,11,2.2,49,9.8,792,158.2,1709457,1144,23166,545,627,3291,3025,8824,14135,140,296,167,1790,78,1017,58,18,198,131,27,246,3,356,21,390,355,325,146,"Agriculture, Forestry and Fishing",0,1,0
20401,Upper Goulburn Valley,2011,Inner Regional Australia,Victoria,-37.12977629,145.664487,50519,13,2.6,46,9.1,639,126.5,1290517,1225,23687,545,627,3291,3025,8824,14135,140,287,165,1800,68,1051,52,12,215,144,18,275,6,360,21,386,347,338,137,"Agriculture, Forestry and Fishing",0,1,0
20401,Upper Goulburn Valley,2012,Inner Regional Australia,Victoria,-37.12977629,145.664487,51016,7,1.4,78,15.3,608,119.2,1097195,1262,23993,545,627,3291,3025,8824,14135,140,298,165,1755,57,1009,45,12,215,147,24,260,9,362,18,375,343,340,122,"Agriculture, Forestry and Fishing",0,1,0
20401,Upper Goulburn Valley,2013,Inner Regional Australia,Victoria,-37.12977629,145.664487,51525,12,2.3,62,12.0,521,101.1,1510134,1383,25312,545,627,3291,3025,8824,14135,140,281,147,1719,70,993,59,18,209,134,21,246,12,348,18,377,335,329,134,"Agriculture, Forestry and Fishing",0,1,0
20401,Upper Goulburn Valley,2014,Inner Regional Australia,Victoria,-37.12977629,145.664487,52132,7,1.3,58,11.1,580,111.3,1472784,1366,26776,545,627,3291,3025,8824,14135,140,287,137,1729,72,992,62,6,226,143,24,246,9,340,18,384,331,319,140,"Agriculture, Forestry and Fishing",0,1,0
20401,Upper Goulburn Valley,2015,Inner Regional Australia,Victoria,-37.12977629,145.664487,52310,8,1.5,87,16.6,NA,NA,NA,1680,28481,545,627,3291,3025,8824,14135,140,287,150,1703,72,1008,59,9,244,139,18,234,9,330,15,368,321,317,133,"Agriculture, Forestry and Fishing",0,1,0
20402,Wangaratta - Benalla,2009,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44654,8,1.8,67,15.0,484,108.4,6473802,NA,NA,471,673,3065,2775,7725,12158,149,211,112,1591,67,693,35,22,209,161,15,221,12,271,12,342,304,280,118,"Agriculture, Forestry and Fishing",0,4,0
20402,Wangaratta - Benalla,2010,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44795,5,1.1,38,8.5,553,123.5,7281191,1144,20971,471,673,3065,2775,7725,12158,149,220,117,1597,62,722,61,18,211,164,3,236,6,281,15,331,309,274,115,"Agriculture, Forestry and Fishing",0,4,0
20402,Wangaratta - Benalla,2011,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44837,1,0.2,43,9.6,437,97.5,10559838,1162,21326,471,673,3065,2775,7725,12158,149,212,109,1606,60,720,45,9,210,172,9,220,6,306,15,350,307,274,118,"Agriculture, Forestry and Fishing",0,4,0
20402,Wangaratta - Benalla,2012,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44750,7,1.6,70,15.6,463,103.5,7589262,1222,21397,471,673,3065,2775,7725,12158,149,213,101,1620,75,732,61,12,218,170,19,217,3,300,15,362,319,257,118,"Agriculture, Forestry and Fishing",0,4,0
20402,Wangaratta - Benalla,2013,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44635,3,0.7,59,13.2,396,88.7,8216108,1317,22258,471,673,3065,2775,7725,12158,149,208,116,1609,59,712,52,12,222,178,15,204,6,296,18,356,313,254,101,"Agriculture, Forestry and Fishing",0,4,0
20402,Wangaratta - Benalla,2014,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44478,3,0.7,43,9.7,415,93.3,5302808,1268,23093,471,673,3065,2775,7725,12158,149,209,106,1612,59,711,52,16,217,179,12,193,6,285,12,357,307,260,101,"Agriculture, Forestry and Fishing",0,4,0
20402,Wangaratta - Benalla,2015,Inner Regional Australia,Victoria,-36.54760056,146.2749024,44350,1,0.2,87,19.6,NA,NA,NA,1538,24600,471,673,3065,2775,7725,12158,149,209,103,1573,58,727,56,18,223,185,16,198,9,280,12,370,291,253,107,"Agriculture, Forestry and Fishing",0,4,0
20403,Wodonga - Alpine,2009,Inner Regional Australia,Victoria,-36.51846409,147.2616838,64699,17,2.6,88,13.6,687,106.2,50243770,NA,NA,838,1004,4703,4199,12160,19060,218,405,176,1594,39,1113,60,6,301,192,25,313,24,452,15,509,398,335,129,"Agriculture, Forestry and Fishing",2,3,1
20403,Wodonga - Alpine,2010,Inner Regional Australia,Victoria,-36.51846409,147.2616838,65319,13,2.0,55,8.4,765,117.1,45930932,1479,31589,838,1004,4703,4199,12160,19060,218,404,177,1553,51,1129,63,,308,203,30,262,18,444,12,531,415,349,144,"Agriculture, Forestry and Fishing",2,3,1
20403,Wodonga - Alpine,2011,Inner Regional Australia,Victoria,-36.51846409,147.2616838,65979,17,2.6,98,14.9,686,104.0,40924645,1674,32347,838,1004,4703,4199,12160,19060,218,410,182,1594,53,1159,75,24,285,213,29,292,13,475,13,541,402,372,148,"Agriculture, Forestry and Fishing",2,3,1
20403,Wodonga - Alpine,2012,Inner Regional Australia,Victoria,-36.51846409,147.2616838,66620,14,2.1,71,10.7,677,101.6,41821660,1746,32778,838,1004,4703,4199,12160,19060,218,409,191,1555,52,1142,68,21,316,210,24,285,21,490,10,540,389,341,149,"Agriculture, Forestry and Fishing",2,3,1
20403,Wodonga - Alpine,2013,Inner Regional Australia,Victoria,-36.51846409,147.2616838,67242,5,0.7,61,9.1,528,78.5,42619335,1890,34488,838,1004,4703,4199,12160,19060,218,407,166,1513,50,1101,61,19,314,211,22,271,12,461,9,530,378,342,137,"Agriculture, Forestry and Fishing",2,3,1
20403,Wodonga - Alpine,2014,Inner Regional Australia,Victoria,-36.51846409,147.2616838,67887,9,1.3,69,10.2,612,90.1,38731321,1840,36272,838,1004,4703,4199,12160,19060,218,416,162,1540,51,1116,53,45,320,216,21,262,10,462,15,527,366,347,147,"Agriculture, Forestry and Fishing",2,3,1
20403,Wodonga - Alpine,2015,Inner Regional Australia,Victoria,-36.51846409,147.2616838,68240,16,2.3,77,11.3,NA,NA,NA,2335,38609,838,1004,4703,4199,12160,19060,218,406,149,1520,46,1147,59,49,336,221,26,272,18,464,12,532,357,338,141,"Agriculture, Forestry and Fishing",2,3,1
20501,Baw Baw,2009,Inner Regional Australia,Victoria,-37.98174685,146.1245407,40674,12,3.0,38,9.3,533,131.0,3276981,NA,NA,551,633,3091,2695,7848,12118,100,132,113,1405,36,814,34,6,242,113,18,193,9,288,6,357,271,303,154,"Agriculture, Forestry and Fishing",0,1,0
20501,Baw Baw,2010,Inner Regional Australia,Victoria,-37.98174685,146.1245407,42214,18,4.3,51,12.1,646,153.0,3747280,879,24112,551,633,3091,2695,7848,12118,100,128,116,1409,30,840,42,3,249,133,18,188,12,318,6,401,293,304,146,"Agriculture, Forestry and Fishing",0,1,0
20501,Baw Baw,2011,Inner Regional Australia,Victoria,-37.98174685,146.1245407,43506,20,4.6,33,7.6,535,123.0,4234206,825,24789,551,633,3091,2695,7848,12118,100,120,128,1384,41,888,43,6,258,127,11,189,11,335,9,392,288,293,136,"Agriculture, Forestry and Fishing",0,1,0
20501,Baw Baw,2012,Inner Regional Australia,Victoria,-37.98174685,146.1245407,44442,8,1.8,43,9.7,564,126.9,2715911,866,23622,551,633,3091,2695,7848,12118,100,132,132,1355,47,858,45,6,277,135,12,193,12,347,6,400,294,279,144,"Agriculture, Forestry and Fishing",0,1,0
20501,Baw Baw,2013,Inner Regional Australia,Victoria,-37.98174685,146.1245407,45276,8,1.8,25,5.5,394,87.0,2301295,849,22594,551,633,3091,2695,7848,12118,100,138,119,1311,45,883,38,9,293,131,18,174,9,321,3,388,279,273,143,"Agriculture, Forestry and Fishing",0,1,0
20501,Baw Baw,2014,Inner Regional Australia,Victoria,-37.98174685,146.1245407,46038,7,1.5,37,8.0,508,110.3,3263826,949,24318,551,633,3091,2695,7848,12118,100,146,129,1307,46,901,33,9,308,145,18,172,12,331,3,412,280,275,137,"Agriculture, Forestry and Fishing",0,1,0
20501,Baw Baw,2015,Inner Regional Australia,Victoria,-37.98174685,146.1245407,46762,5,1.1,51,10.9,NA,NA,NA,1042,24811,551,633,3091,2695,7848,12118,100,142,120,1299,51,904,42,9,345,149,18,173,6,325,6,419,266,262,142,"Agriculture, Forestry and Fishing",0,1,0
20502,Gippsland - East,2009,Outer Regional Australia,Victoria,-37.37810117,148.2548639,42025,5,1.2,26,6.2,427,101.6,5140431,NA,NA,388,576,2595,2615,7498,11120,133,262,102,1109,45,732,33,9,197,105,12,180,,247,,329,350,257,97,"Agriculture, Forestry and Fishing",0,10,1
20502,Gippsland - East,2010,Outer Regional Australia,Victoria,-37.37810117,148.2548639,42504,2,0.5,17,4.0,457,107.5,6592335,1265,21290,388,576,2595,2615,7498,11120,133,248,101,1122,37,732,50,9,203,115,18,175,15,222,6,337,362,259,86,"Agriculture, Forestry and Fishing",0,10,1
20502,Gippsland - East,2011,Outer Regional Australia,Victoria,-37.37810117,148.2548639,42934,6,1.4,49,11.4,476,110.9,6855891,1150,21575,388,576,2595,2615,7498,11120,133,266,103,1147,41,775,37,12,216,102,9,187,18,268,9,353,368,263,85,"Agriculture, Forestry and Fishing",0,10,1
20502,Gippsland - East,2012,Outer Regional Australia,Victoria,-37.37810117,148.2548639,43284,6,1.4,25,5.8,442,102.1,5559116,1167,20242,388,576,2595,2615,7498,11120,133,269,105,1135,40,767,34,18,217,116,15,192,9,245,3,346,337,239,83,"Agriculture, Forestry and Fishing",0,10,1
20502,Gippsland - East,2013,Outer Regional Australia,Victoria,-37.37810117,148.2548639,43483,2,0.5,34,7.8,350,80.5,5985427,1119,19026,388,576,2595,2615,7498,11120,133,269,102,1123,47,745,33,9,227,119,9,186,9,244,6,360,325,239,80,"Agriculture, Forestry and Fishing",0,10,1
20502,Gippsland - East,2014,Outer Regional Australia,Victoria,-37.37810117,148.2548639,43780,3,0.7,22,5.0,374,85.4,5873651,1292,20287,388,576,2595,2615,7498,11120,133,260,101,1120,34,741,36,9,227,127,9,179,12,239,6,371,329,226,89,"Agriculture, Forestry and Fishing",0,10,1
20502,Gippsland - East,2015,Outer Regional Australia,Victoria,-37.37810117,148.2548639,44097,4,0.9,23,5.2,NA,NA,NA,1434,20685,388,576,2595,2615,7498,11120,133,269,90,1112,40,728,35,12,238,128,3,166,15,237,9,375,314,229,80,"Agriculture, Forestry and Fishing",0,10,1
20503,Gippsland - South West,2009,Inner Regional Australia,Victoria,-38.58606005,145.9467558,55611,6,1.1,35,6.3,635,114.2,86182,NA,NA,662,824,3959,3471,10464,15837,147,291,143,2250,48,1195,49,15,253,164,20,238,9,348,18,434,408,291,120,"Agriculture, Forestry and Fishing",0,2,0
20503,Gippsland - South West,2010,Inner Regional Australia,Victoria,-38.58606005,145.9467558,56834,7,1.2,52,9.1,778,136.9,0,1321,30516,662,824,3959,3471,10464,15837,147,303,138,2229,72,1246,60,15,277,151,23,231,6,391,9,453,412,288,114,"Agriculture, Forestry and Fishing",0,2,0
20503,Gippsland - South West,2011,Inner Regional Australia,Victoria,-38.58606005,145.9467558,57943,4,0.7,23,4.0,644,111.1,0,1128,30993,662,824,3959,3471,10464,15837,147,281,151,2222,55,1252,53,21,278,168,22,226,6,384,16,450,435,285,128,"Agriculture, Forestry and Fishing",0,2,0
20503,Gippsland - South West,2012,Inner Regional Australia,Victoria,-38.58606005,145.9467558,58566,5,0.9,40,6.8,631,107.7,1930500,1154,29115,662,824,3959,3471,10464,15837,147,282,155,2153,58,1262,55,18,257,171,26,212,3,379,21,447,433,282,112,"Agriculture, Forestry and Fishing",0,2,0
